case_name,task_source,chain,fork_block_number,target_contract_address,evm_version,case_id,incident_date,incident_name,mechanism_raw,incident_contract_path,incident_chain,source_url,source_status,source_snapshot_sha256,incident_record_sha256,incident_reference_urls,incident_tx_hashes,incident_loss_text,match_method,incident_metadata_present,benchmark_fork_anchor_present,deployment_block,prediction_cutoff_block,incident_block_or_time,source_availability_time,runtime_bytecode_hash_at_cutoff,outcome_adjudication_id,temporal_certification,admissibility_reason_codes,exact_identity_key,exact_identity_group,runtime_code_group,metadata_stripped_code_group,proxy_type,implementation_at_cutoff,proxy_lineage_status
raft,defihacklabs,ethereum,18543485,0x9ab6b21cdf116f611110b048987e58894786c244,shanghai,ca2-c7586710b826b2f08a35,2023-11-10,Raft_fi,Donate Inflation ExchangeRate & Rounding Error,src/test/2023-11/Raft_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,cd2bdd74e5aee1be8cba6a272c1b7db7894120764fc783c363fdac039aff50fe,"[""https://twitter.com/BlockSecTeam/status/1723229393529835972""]",[],~$3.2 M,exact_contract_basename,True,True,,,2023-11-10,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x9ab6b21cdf116f611110b048987e58894786c244,86fc06efe16c826b723f,,,,,not_resolved_requires_archive_rpc
rbalancer,defihacklabs,ethereum,18523440,0xa62f9c5af106feee069f38de51098d9d81b90572,shanghai,ca2-511b838cc3ae7420a912,2023-11-07,RBalancer,Business Logic Flaw,src/test/2023-11/RBalancer_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,f98b66442523d7382a3a7b7768fa85a68ce5e95cf5aa81f7e5e42c6e811bd5f2,"[""https://x.com/AnciliaInc/status/1722121056083943909""]",[],~17 ETH,exact_contract_basename,True,True,,,2023-11-07,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0xa62f9c5af106feee069f38de51098d9d81b90572,b63f19c57d3d03e58aab,,,,,not_resolved_requires_archive_rpc
shibatoken,defihacklabs,bsc,33528882,0x13b1f2e227ca6f8e08ac80368fd637f5084f10a5,shanghai,ca2-db4133161e8ad967d9de,2023-11-17,ShibaToken,Business Logic Flaw,src/test/2023-11/ShibaToken_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,b7cada09b59c506a4279b6085113710972cd4b2e987982fdf0cf8f66a2f23e9e,[],[],~$31K,exact_contract_basename,True,True,,,2023-11-17,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x13b1f2e227ca6f8e08ac80368fd637f5084f10a5,097efd6659a4dc2b5554,,,,,not_resolved_requires_archive_rpc
weco,defihacklabs,bsc,33549937,0xd672b766d66662f5c6fd798a999e1193a7945451,shanghai,ca2-c8f07b57035de6f92dd6,2023-11-16,WECO,Business Logic Flaw,src/test/2023-11/WECO_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,14401dcdb399156770a4d9b4ffb98d2e2a6944a63b11fa8b97a631fe80020e24,"[""https://x.com/MetaSec_xyz/status/1725311048625041887""]",[],~$18K,exact_contract_basename,True,True,,,2023-11-16,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0xd672b766d66662f5c6fd798a999e1193a7945451,62c65d59b4186b32f4c8,,,,,not_resolved_requires_archive_rpc
thenftv2,defihacklabs,ethereum,18647450,0x79a7d3559d73ea032120a69e59223d4375deb595,shanghai,ca2-ca903ea09549202fecb9,2023-11-25,TheNFTV2,logic flaw,src/test/2023-11/TheNFTV2_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,19f81547a90b10e10774cc280d2fe983bd9e783d44d5a7e1c549a539e3c657de,"[""https://x.com/MetaTrustAlert/status/1728616715825848377""]",[],~$19K,exact_contract_basename,True,True,,,2023-11-25,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x79a7d3559d73ea032120a69e59223d4375deb595,daa0d118ea3b9cd07279,,,,,not_resolved_requires_archive_rpc
onyxprotocol,defihacklabs,ethereum,18476512,0x5fdbcd61bc9bd4b6d3fd1f49a5d253165ea11750,shanghai,ca2-252276d076fbf17cb546,2023-11-01,OnyxProtocol,Precission Loss Vulnerability,src/test/2023-11/OnyxProtocol_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,7116148618bbe8823ac7a52bfaf220ce1b34c08acf031c7c8981600fbd92b5a2,"[""https://defimon.xyz/attack/mainnet/0xf7c21600452939a81b599017ee24ee0dfd92aaaccd0a55d02819a7658a6ef635"", ""https://twitter.com/DecurityHQ/status/1719657969925677161"", ""https://twitter.com/Phalcon_xyz/status/1719697319824851051""]",[],~$2M,exact_contract_basename,True,True,,,2023-11-01,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x5fdbcd61bc9bd4b6d3fd1f49a5d253165ea11750,c6ad2f22d93fa9260942,,,,,not_resolved_requires_archive_rpc
bct,defihacklabs,bsc,34204709,0x88b3eb62e363d9f153beab49c5c2ef2e785a375a,shanghai,ca2-6673e21002a8af6f4d12,2023-12-09,BCT,Price Manipulation,src/test/2023-12/BCT_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,d383d3e9c327db3e9d2a87f0fc215949e69191db48a244738eb1159f162ba6e7,"[""https://bscscan.com/tx/0xdae0b85e01670e6b6b317657a72fb560fc388664cf8bfdd9e1b0ae88e0679103""]","[""0xdae0b85e01670e6b6b317657a72fb560fc388664cf8bfdd9e1b0ae88e0679103""]",~10.2BNB,exact_contract_basename,True,True,,,2023-12-09,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x88b3eb62e363d9f153beab49c5c2ef2e785a375a,9232d1016bd795673740,,,,,not_resolved_requires_archive_rpc
trustpad,defihacklabs,bsc,33260104,0xe613c058701c768e0d04d1bf8e6a6dc1a0c6d48a,shanghai,ca2-55d26359a2d08ac915c0,2023-11-06,TrustPad,Lack of msg.sender address verification,src/test/2023-11/TrustPad_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,4d6b4d45d86c9c069ff296c83604a785dfcc737cd3d9b51d7a8bc3506f41a170,"[""https://twitter.com/BeosinAlert/status/1721800306101793188""]",[],~$155K,exact_contract_basename,True,True,,,2023-11-06,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0xe613c058701c768e0d04d1bf8e6a6dc1a0c6d48a,1d6a5bfb34fcf8fdb10f,,,,,not_resolved_requires_archive_rpc
grok,defihacklabs,ethereum,18538678,0x8390a1da07e376ef7add4be859ba74fb83aa02d5,shanghai,ca2-e095e5dbb9687595e5ee,2023-11-10,grok,Lack of slippage protection,src/test/2023-11/grok_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,e6dfdd6d17f539627a862d0a82813a66ea958dab84e88a02b14a2b1ac525fd46,"[""https://twitter.com/Phalcon_xyz/status/1722841076120130020""]",[],~26 ETH,exact_contract_basename,True,True,,,2023-11-10,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x8390a1da07e376ef7add4be859ba74fb83aa02d5,3537313273a1929f478e,,,,,not_resolved_requires_archive_rpc
goodcompound,defihacklabs,ethereum,18759540,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,shanghai,ca2-40ac2c3e107d3d88709a,2023-12-11,GoodCompound,Price Manipulation,src/test/2023-12/GoodCompound_exp.sol,ethereum,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,7dc5d204b5cb5a34028972db2983f76e1a720919fabdf794e811acb9d09a6488,"[""https://getherscan.io/tx/0x1106418384414ed56cd7cbb9fedc66a02d39b663d580abc618f2d387348354ab""]","[""0x1106418384414ed56cd7cbb9fedc66a02d39b663d580abc618f2d387348354ab""]",~$13K (~250 COMP Token),exact_contract_basename,True,True,,,2023-12-11,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,835996f7f97e96e03ce8,,,,,not_resolved_requires_archive_rpc
bearndao,defihacklabs,bsc,34099688,0x21125d94cfe886e7179c8d2fe8c1ea8d57c73e0e,shanghai,ca2-56bcc5cdf2d34dd9c4fb,2023-12-05,BEARNDAO,Business Logic Flaw,src/test/2023-12/BEARNDAO_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,5dee561336da19644235b4f8c44cb6d54b8c7dde9d4fe0591286868da1ec2627,"[""https://twitter.com/AnciliaInc/status/1732159377749180646""]",[],~$769k,exact_contract_basename,True,True,,,2023-12-05,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x21125d94cfe886e7179c8d2fe8c1ea8d57c73e0e,7f396e4fcbbb30da30b2,,,,,not_resolved_requires_archive_rpc
hypr,defihacklabs,ethereum,18774584,0x40c31236b228935b0329eff066b1ad96e319595e,shanghai,ca2-f52d9b4393b86654cabd,2023-12-13,HYPR,Business Logic Flaw,src/test/2023-12/HYPR_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,e3739679326c6468745c0daeac1cce1d40126fb342045cebba0b2f68c218a8c9,"[""https://twitter.com/BlockSecTeam/status/1735197818883588574""]",[],~$200k,exact_contract_basename,True,True,,,2023-12-13,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x40c31236b228935b0329eff066b1ad96e319595e,3569e04e764b454ea540,,,,,not_resolved_requires_archive_rpc
floorprotocol,defihacklabs,ethereum,18802287,0x49ad262c49c7aa708cc2df262ed53b64a17dd5ee,shanghai,ca2-a03b0bc9fabb86e707cb,2023-12-17,FloorProtocol,Business Logic Flaw,src/test/2023-12/FloorProtocol_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,d552f58095a5c1b67278afdd5a9f1346ae00d63ce1b4de551a6e1b351e2523ad,"[""https://defimon.xyz/exploit/mainnet/0x7e5433f02f4bf07c4f2a2d341c450e07d7531428"", ""https://protos.com/floor-protocol-exploited-bored-apes-and-pudgy-penguins-gone/"", ""https://twitter.com/0xfoobar/status/1736190355257627064""]",[],"~$1,6M",exact_contract_basename,True,True,,,2023-12-17,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x49ad262c49c7aa708cc2df262ed53b64a17dd5ee,9c611d83bfc5dabc16eb,,,,,not_resolved_requires_archive_rpc
xai,defihacklabs,bsc,33503556,0x570ce7b89c67200721406525e1848bca6ff5a6f3,shanghai,ca2-8cfe2ca57c523f31600e,2023-11-15,XAI,Business Logic Flaw,src/test/2023-11/XAI_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,61aa313d22ea002b4b00c6a6de0a36276886e72679c6ddb006a2b8795deb1a33,"[""https://x.com/MetaSec_xyz/status/1724683082064855455""]",[],Unclear,exact_contract_basename,True,True,,,2023-11-15,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x570ce7b89c67200721406525e1848bca6ff5a6f3,e234af9e2cd443594632,,,,,not_resolved_requires_archive_rpc
mamo,defihacklabs,bsc,34083188,0x5813d7818c9d8f29a9a96b00031ef576e892def4,shanghai,ca2-6bc7737cc67404ed8f62,2023-12-05,MAMO,Price Manipulation,src/test/2023-12/MAMO_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,b179fe0d475faa52efde723526c07cfa6d03e48171fb2fddb5afc889107b6a26,"[""https://bscscan.com/tx/0x189a8dc1e0fea34fd7f5fa78c6e9bdf099a8d575ff5c557fa30d90c6acd0b29f""]","[""0x189a8dc1e0fea34fd7f5fa78c6e9bdf099a8d575ff5c557fa30d90c6acd0b29f""]",~$3.3K,exact_contract_basename,True,True,,,2023-12-05,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x5813d7818c9d8f29a9a96b00031ef576e892def4,cdb052d04d570fab65c0,,,,,not_resolved_requires_archive_rpc
gooddollar,defihacklabs,ethereum,18802014,0x0c6c80d2061afa35e160f3799411d83bdeea0a5a,shanghai,ca2-77cd38b96a68c54afe71,2023-12-16,GoodDollar,Lack of Input Validation & Reentrancy,src/test/2023-12/GoodDollar_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,6a95eea8103582c2f5632f1537abceaed8eff172c0887c3cc15a60354a1fd7d3,"[""https://twitter.com/MetaSec_xyz/status/1736428284756607386""]",[],~$2M,exact_contract_basename,True,True,,,2023-12-16,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x0c6c80d2061afa35e160f3799411d83bdeea0a5a,25b3c3cbfe515523ed3a,,,,,not_resolved_requires_archive_rpc
kest,defihacklabs,bsc,34402343,0x7dda132dd57b773a94e27c5caa97834a73510429,shanghai,ca2-1769b603523b156d5e27,2023-12-16,KEST,Business Logic Flaw,src/test/2023-12/KEST_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,99d06bdb5b484c933c76644cf093265b2be4def011b3434388bdd1481f20e471,"[""https://x.com/MetaSec_xyz/status/1736077719849623718""]",[],~$2.3K,exact_contract_basename,True,True,,,2023-12-16,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x7dda132dd57b773a94e27c5caa97834a73510429,2d84bded6f0eafe38b07,,,,,not_resolved_requires_archive_rpc
nfttrader,defihacklabs,ethereum,18799414,0xc310e760778ecbca4c65b6c559874757a4c4ece0,shanghai,ca2-a9052dd43a76ce42a994,2023-12-16,NFTTrader,Reentrancy,src/test/2023-12/NFTTrader_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,55ef990ada51be5cab3dba4ee4608c297453af35b523388f7a3290b3bc02400f,"[""https://twitter.com/0xArhat/status/1736038250190651467"", ""https://twitter.com/AnciliaInc/status/1736263884217139333"", ""https://twitter.com/SlowMist_Team/status/1736005523550646535""]",[],~$3M,exact_contract_basename,True,True,,,2023-12-16,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0xc310e760778ecbca4c65b6c559874757a4c4ece0,c89c20b719cff7bcf280,,,,,not_resolved_requires_archive_rpc
pineprotocol,defihacklabs,ethereum,18835344,0x2405913d54fc46eeaf3fb092bfb099f46803872f,shanghai,ca2-9653ab400e10fa0c044d,2023-12-22,PineProtocol,Business Logic Flaw,src/test/2023-12/PineProtocol_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,88724faa3deeba2c694b22a6f2b8f554d6a452e55f7d5866e7fb67bbe517c669,"[""https://medium.com/neptune-mutual/analysis-of-the-pine-protocol-exploit-e09dbcb80ca0"", ""https://twitter.com/MistTrack_io/status/1738131780459430338""]",[],~90k,exact_contract_basename,True,True,,,2023-12-22,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x2405913d54fc46eeaf3fb092bfb099f46803872f,7dbd6f04196b8d5851ed,,,,,not_resolved_requires_archive_rpc
cfc,defihacklabs,bsc,29116478,0xdd9b223aec6ea56567a62f21ff89585ff125632c,shanghai,ca2-d08064284319f9724001,2023-06-15,CFC,Uniswap Skim() token balance attack,src/test/2023-06/CFC_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,77b3284608b7251b4ae0b068d00f1561974249a2e86071fcc807e3196eb56a83,"[""https://twitter.com/hexagate_/status/1669280632738906113""]",[],~$16k,exact_contract_basename,True,True,,,2023-06-15,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0xdd9b223aec6ea56567a62f21ff89585ff125632c,890ff7110531c605d7a3,,,,,not_resolved_requires_archive_rpc
shido,defihacklabs,bsc,29365171,0xaf0ca21363219c8f3d8050e7b61bb5f04e02f8d4,shanghai,ca2-998d669aa57d9c873e3e,2023-06-23,SHIDO,Business Logic,src/test/2023-06/SHIDO_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,02f500349f984568ee26a4a76e055cc50cee94249fb6cd64987772f0187ecf20,"[""https://twitter.com/AnciliaInc/status/1672382613473083393"", ""https://twitter.com/Phalcon_xyz/status/1672473343734480896""]",[],~997 WBNB,exact_contract_basename,True,True,,,2023-06-23,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0xaf0ca21363219c8f3d8050e7b61bb5f04e02f8d4,bf031f6592a0c7d53f5c,,,,,not_resolved_requires_archive_rpc
paraspace,defihacklabs,ethereum,16845558,0x638a98bbb92a7582d07c52ff407d49664dc8b3ee,shanghai,ca2-a86a6b86d343ba9e3bdb,2023-03-17,ParaSpace NFT,Flashloan + scaledBalanceOf Manipulation,src/test/2023-03/Paraspace_exp_2.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,f76325e990b992d20458c0d86b7fa77bba088347856fc8cd9d4bb12e33b3dfc0,"[""https://twitter.com/BlockSecTeam/status/1636650252844294144""]",[],,exact_contract_basename,True,True,,,2023-03-17,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x638a98bbb92a7582d07c52ff407d49664dc8b3ee,25934c35a7a7be2fcf80,,,,,not_resolved_requires_archive_rpc
allbridge_2,defihacklabs,bsc,26982067,0x179aad597399b9ae078acfe2b746c09117799ca0,shanghai,ca2-3ef6014a26a0b205a68e,2023-04-02,Allbridge,FlashLoan price manipulation,src/test/2023-04/Allbridge_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,9e6ba73f3f619cf65fc515389a80b649a51aa891855bd02aaed3938aad6973b1,"[""https://twitter.com/BeosinAlert/status/1642372700726505473"", ""https://twitter.com/peckshield/status/1642356701100916736""]",[],$550k,normalized_title_fallback,True,True,,,2023-04-02,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x179aad597399b9ae078acfe2b746c09117799ca0,e2891d532e116cd88d9e,,,,,not_resolved_requires_archive_rpc
lusd,defihacklabs,bsc,29756866,0xdec12a1dcbc1f741ccd02dfd862ab226f6383003,shanghai,ca2-eafba3ad227d4a51d107,2023-07-07,LUSD,Price manipulation attack,src/test/2023-07/LUSD_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,548fa2554a015e3e4ac4533680e800fbfed217cea5fb939376b2e620239adfc3,"[""https://twitter.com/AnciliaInc/status/1677391242878140417""]",[],~9464USDT,exact_contract_basename,True,True,,,2023-07-07,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0xdec12a1dcbc1f741ccd02dfd862ab226f6383003,b17dc38b090bbf59fc51,,,,,not_resolved_requires_archive_rpc
gss,defihacklabs,bsc,31108558,0x37e42b961ae37883bac2fc29207a5f88efa5db66,shanghai,ca2-0b66d50e994cba1798e2,2023-08-24,GSS,skim token balance,src/test/2023-08/GSS_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,0122f962f73ed6d70d7072a745df25f84bcc6f37a84e727e4be922b835e36529,"[""https://twitter.com/bbbb/status/1694571228185723099""]",[],~$25K,exact_contract_basename,True,True,,,2023-08-24,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x37e42b961ae37883bac2fc29207a5f88efa5db66,2f82f5c14a9513985769,,,,,not_resolved_requires_archive_rpc
xsdwethpool,defihacklabs,bsc,32086900,0xfadda925e10d07430f5d7461689fd90d3d81bb48,shanghai,ca2-4cd0e024b3073b041691,2023-09-26,XSDWETHpool,Reentrancy,src/test/2023-09/XSDWETHpool_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,5171a72c631a0930c60cf394ca3b8b53732efe7023d737f87503743b37eb8dc8,"[""https://twitter.com/CertiKAlert/status/1706765042916450781""]",[],~$56.9BNB,exact_contract_basename,True,True,,,2023-09-26,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0xfadda925e10d07430f5d7461689fd90d3d81bb48,6a42abc7fdafcad53a1e,,,,,not_resolved_requires_archive_rpc
