case_name,chain,target_contract_address,fork_block_number,required_queries
bancor,ethereum,0x5f58058c0ec971492166763c8c22632b583f667f,10307563,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
ivestdao,bsc,0x2607118d363789f841d952f02e359bfa483955f9,41289497,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
spectra_finance,ethereum,0x3d20601ac0ba9cae4564ddf7870825c505b69f1a,20369956,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
zenterest,ethereum,0xe3334e66634acf17b2b97ab560ec92d6861b25fa,20541639,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
convergence,ethereum,0x2b083beaac310cc5e190b1d2507038ccb03e7606,20434449,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
bankroll,bsc,0x564d4126af2b195ffaa7fb470ed658b1d9d07a54,42481610,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
caterpillar_coin_cut,bsc,0x7057f3b0f4d0649b428f0d8378a8a0e7d21d36a7,42131696,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
otseastaking,ethereum,0xf2c8e860ca12cde3f3195423ecf54427a4f30916,20738190,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
bedrock_defi,ethereum,0x047d41f2544b7f63a8e991af2068a363d210d6da,20836583,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
aizpttoken,bsc,0xbe779d420b7d573c08eee226b9958737b6218888,42846997,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
onyxdao,ethereum,0xf10bc5be84640236c71173d1809038af4ee19002,20834657,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
firetoken,ethereum,0x18775475f50557b96c63e8bbf7d75bfeb412082d,20869374,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
hydt,bsc,0xa2268fcc2fe7a2bb755fbe5a7b3ac346ddfedb9b,42985310,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
sashatoken,ethereum,0xd1456d1b9ceb59abd4423a49d40942a9485ceef6,20905301,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
morphoblue,ethereum,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,20956051,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
penpiexyzio,ethereum,0x6e799758cee75dae3d84e09d40dc416ecf713652,20671877,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
vista,bsc,0x493361d6164093936c86dcb35ad03b4c0d032076,43305237,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
labubu,bsc,0x2ff960f1d9af1a6368c2866f79080c1e0b253997,44751944,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
pledge,bsc,0x061944c0f3c2d7dabafb50813efb05c4e0c952e1,44555337,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
veth,ethereum,0x280a8955a11fcd81d72ba1f99d265a48ce39ac2e,21184777,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
gain,ethereum,0xde59b88abefa5e6c8aa6d742eee0f887dab136ac,19277619,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
it,bsc,0x1ac5fac863c0a026e029b173f2ae4d33938ab473,36934258,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
cloberdex,base,0x6a0b87d6b74f7d5c92722f6a11714dbeda9f3895,23514450,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
98_token,bsc,0xb040d88e61ea79a1289507d56938a6ad9955349c,45462897,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
ast,bsc,0xc10e0319337c7f83342424df72e73a70a29579b2,45964639,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
ipc,bsc,0xeab0d46682ac707a06aefb0ac72a91a3fd6fe5d1,45561315,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
xbridge,ethereum,0x47ddb6a433b76117a98fbeab5320d8b67d468e31,19723700,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
idols_nft,ethereum,0x439cac149b935ae1d726569800972e1669d17094,21624138,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
j_pulsepot,bsc,0x384b9fb6e42dab87f3023d87ea1575499a69998e,45640245,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
lp_mine,bsc,0x6bbef6df8db12667ae88519090984e4f871e5feb,45583892,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
laura_token,ethereum,0x05641e33fd15baf819729df55500b07b82eb8e89,21529887,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
mosca2,bsc,0xd8791f0c10b831b605c5d48959eb763b266940b9,45722243,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
roulette_pot_v2,bsc,0xf573748637e0576387289f1914627d716927f90f,45668285,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
mosca,bsc,0x1962b3356122d6a56f978e112d14f5e23a25037d,45519929,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
unilend,ethereum,0x4e34dd25dbd367b1bf82e1b5527dbbe799fad0d0,21608003,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
sorra_staking,ethereum,0x5d16b8ba2a9a4eca6126635a6ffbf05b52727d50,21450734,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
hegic_options,ethereum,0x7094e706e75e13d1e0ea237f71a7c4511e9d270b,21912408,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
bbx_token,bsc,0x67ca347e7b9387af4e81c36cca4eaf080dcb33e9,47626456,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
alkimiya_io,ethereum,0xf3f84ce038442ae4c4dcb6a8ca8bacd7f28c9bde,22146339,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
dcf_token,bsc,0xa7e92345ddf541aa5cf60fee2a0e721c50ca1adb,44290969,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
h2o,bsc,0xe9c4d4f095c7943a9ef5ec01afd1385d011855a1,47454898,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
one_inch_fusion_v1_settlement_hack,ethereum,0xa88800cd213da5ae406ce248380802bd53b47647,21982110,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
uni,ethereum,0x76ea342bc038d665e8a116392c82552d2605eda1,21992033,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
pump,bsc,0x09762e00ce0de8211f7002f70759447b1f2b1892,47169115,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
yzi_ai_token,bsc,0x7fdff64bf87bad52e6430bda30239bd182389ee3,47838544,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
btnft,bsc,0x0fc91b6fea2e7a827a8c99c91101ed36c638521b,48472355,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
lifeprotocol,bsc,0x42e2773508e2ae8ff9434bea599812e28449e2cd,48703545,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
w_key_dao,bsc,0xd511096a73292a7419a94354d4c1c73e8a3cd851,47469059,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
irys_ai,bsc,0x746727fc8212ed49510a2cb81ab0486ee6954444,49994891,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
krc_token_pair,bsc,0xdbead75d3610209a093af1d46d5296bbeffd53f5,49875423,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
ydt_token,bsc,0x3612e4cb34617bcac849add27366d8d85c102efd,50273545,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
aave_boost,ethereum,0xd2933c86216dc0c938ffafeca3c8a2d6e633e2ca,22685443,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
usual_money,ethereum,0x35d8949372d46b7a3d5a56006ae77b215fc69bc0,22575929,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
bankroll_network,bsc,0xadefb902cab716b8043c5231ae9a50b8b4ee7c4e,51715417,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
bankroll_stack,bsc,0x16d0a151297a0393915239373897bcc955882110,51698203,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
gangsterfinance,bsc,0xe968d2e4adc89609773571301abec3399d163c3b,51782712,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
gradient_maker_pool,ethereum,0x37ea5f691bce8459c66ffceeb9cf34ffa32fdadc,22765113,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
resupply_fi,ethereum,0x6e90c85a495d54c6d7e1f3400fef1f6e59f86bd6,22785460,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
fpc,bsc,0xb192d4a737430aa61cea4ce9bfb6432f7d42592f,52624700,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
meta_pool,ethereum,0x48afbbd342f64ef8a9ab1c143719b63c2ad81710,22722910,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
multicall_with_eth,bsc,0x3da0f00d5c4e544924bc7282e18497c4a4c92046,55371342,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
rant_token,bsc,0xc321ac21a07b3d593b269acdace69c3762ca2dd0,52974381,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
swapp_staking,ethereum,0x245a551ee0f55005e510b239c917fa34b41b3461,22957532,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
stepp2p,bsc,0x99855380e5f48db0a6babeae312b80885a816dce,54653986,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
abcc_app,bsc,0x1bc016c00f8d603c41a582d5da745905b9d034e5,58615054,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
grizzifi,bsc,0x21ab8943380b752306abf4d49c203b011a89266b,57478533,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
hexotic,ethereum,0x204b937feaec333e9e6d72d35f1d131f187ecea1,23260640,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
multicall_with_xera,bsc,0xca11bde05977b3631167028862be2a173976ca11,58269337,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
pdz,bsc,0x664201579057f50d23820d20558f4b61bd80bdda,57744490,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
size_credit,ethereum,0xf4a21ac7e51d17a0e1c8b59f7a98bb7a97806f14,23145763,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
mim_spell3,ethereum,0x46f54d434063e5f1a2b2cc6d9aaa657b1b9ff82c,23504544,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
prxvt,base,0xdac30a5e2612206e2756836ed6764ec5817e6fff,40229652,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
truebit,ethereum,0x764c64b2a09b09acb100b80d8c505aa6a0302ef2,24191018,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
mttoken,bsc,0x2f3f25046ea518d1e524b8fb6147c656d6722ced,74937079,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
synaplogic,base,0xc859ac8429fb4a5e24f24a7bed3fe3a8db4fb371,41038633,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
makina,ethereum,0xd1a1c248b253f1fc60eacd90777b9a63f8c8c1bc,24273361,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
moonwell,base,0xec942be8a8114bfd0396a5052c36027f2ca6a9d0,42194663,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
laxo_token,bsc,0x62951cad7659393bf07fbe790cf898a3b6d317cb,82730141,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
curve_llamalend,ethereum,0xad444663c6c92b497225c6ce65fee2e7f78bfb86,24566937,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
alkemi_earn,ethereum,0x4822d9172e5b76b9db37b75f5552f9988f98a888,24626978,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
venus_the,bsc,0x86e06eafa6a1ea631eab51de500e3d474933739f,86731940,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
futureswap,arbitrum,0xf7ca7384cc6619866749955065f17bedd3ed80bc,419829770,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
est,bsc,0xd4524be41cd452576ab9ff7b68a0b89af8498a91,89060336,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
