case_name,chain,positive_deployment_time,positive_prediction_cutoff_time,positive_record_sha256,admissible_deployment_start,admissible_deployment_end,existing_pair_count,maximum_flow_allocated,controls_required,minimum_additional_distinct_slots,require_new_chain_address_identity,require_deployed_by_positive_cutoff,require_pair_specific_cutoff_covariates,expansion_status,selection_authorized,expansion_requirement_sha256
conic02,ethereum,2023-06-08T20:40:59Z,2023-06-09T20:40:59Z,1997a21f15f63cc24eefef8d2108526354d48bb265aecc0d7aea6797c3ff266c,2023-05-09T20:40:59Z,2023-06-09T20:40:59Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,fbe550065e1e2e7a72265d7898e338e9a3358d0d49d963745eef7af7925068f0
conic_2,ethereum,2023-06-30T12:32:23Z,2023-07-01T12:32:23Z,e3fef6c6de77e1e99d2e3da8f7a03a45fa0f7594220c8351afe817c035db8465,2023-05-31T12:32:23Z,2023-07-01T12:32:23Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,720ef14bc8097cce5c6d3b9a99ae7bbbf3792326d6e0cbb2c9bf88918886436a
convergence,ethereum,2024-07-14T16:36:11Z,2024-07-15T16:36:11Z,6d0bf8c5a276e60e009cd6a0eeedec304075f1bb8ca84d65b4e5c6b8b65f410c,2024-06-14T16:36:11Z,2024-07-15T16:36:11Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,d35bd7c16852254e94c9aec759d2d6e795e0fc7272df06d481ca77e1feabba87
cover,ethereum,2020-11-19T23:49:35Z,2020-11-20T23:49:56Z,003e097843e95efa8830795720ce570e80fcda2d924e288420f0801b5d023ddd,2020-10-20T23:49:35Z,2020-11-20T23:49:56Z,1,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,b1adac67161b52f5cb2604aa29ebc49d5de63dfaa94178f342e9c6e0c7689b5e
crb2,bsc,2024-04-11T09:15:16Z,2024-04-12T09:15:16Z,73853219ffcbf5f884072282bd4f8f56ef2db46f637d7865ed421ad768871101,2024-03-12T09:15:16Z,2024-04-12T09:15:16Z,3,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,bf20c441fc4ab7752e709f020b9fa98aba7be9140946fb6518b193543586310d
cream,ethereum,2021-02-09T05:54:41Z,2021-02-10T05:55:00Z,012b9bad4c1a3ec06c25203679eac54590d28175109607c80bd5333029efe39c,2021-01-10T05:54:41Z,2021-02-10T05:55:00Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,8c9cb77a5d854395afc1d155435bf239ca4165aa6f1182a7c8a1e3094ba6e11f
cream_2,ethereum,2020-08-02T10:18:22Z,2020-08-03T10:18:37Z,b22ecde6aef53bb0ea1d236d58545f50255245696031a9273b78e20dff88a07e,2020-07-03T10:18:22Z,2020-08-03T10:18:37Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,bec6342bca3b549465b262e941aa54cf4c46fec77adfe751aad924f45dccd281
cs,bsc,2023-05-22T11:13:16Z,2023-05-23T11:13:18Z,011965fe07643d3d324f34e6fedcddfeb1a559db2ead4858444a0eb42267a282,2023-04-22T11:13:16Z,2023-05-23T11:13:18Z,16,2,10,8,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,0d864d6e71e0d40837fe5336717faab9442406261ee290f92e1e4db1eb35dabb
curve_llamalend,ethereum,2025-03-19T21:57:47Z,2025-03-20T21:57:47Z,acf203e949c23a9053666775d5914b8a4edc7a57afe3a35cdc6f00929804bcf1,2025-02-17T21:57:47Z,2025-03-20T21:57:47Z,63,10,10,0,True,True,True,NO_DEPLOYMENT_SCOPE_DEFICIT,False,16355a015307d85d905e4819b93cdb80f1d01b8c77779a7b29380a90b9a83005
dbw,bsc,2022-09-30T13:59:48Z,2022-10-01T13:59:48Z,a9045eea5d8ecd4705b05ec215ef3102006d2fb0f4c31bc3b8e10743e343ffdd,2022-08-31T13:59:48Z,2022-10-01T13:59:48Z,5,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,023d12d7ee4c2fd81cc20115057e0c80f78d2c0504974d7855a2651a909e380e
dcf_token,bsc,2024-11-22T09:08:33Z,2024-11-23T09:08:35Z,8323f9b4f7d8165e04a0347aa787887bd79a166485d3222c68d4a36f33e6829a,2024-10-23T09:08:33Z,2024-11-23T09:08:35Z,6,3,10,7,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,b30e2ab23ec4041468b797b64e21607e8cb11c657c06728f1c550b83b8d68951
ddcoin,bsc,2023-05-30T14:50:28Z,2023-05-31T14:50:29Z,26b867114a7a42ad13476fe2a48c61d21519a457021644f414fa8d0047d28907,2023-04-30T14:50:28Z,2023-05-31T14:50:29Z,18,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,26ac1b84b13412aef84ec64ef6e2f2682b760e6c5e0e44924b936eb1261eb175
defiplaza,ethereum,2021-10-03T13:55:06Z,2021-10-04T13:55:26Z,281bcc9270086c6778ad123e27502aeaa5069efbc144af23dce89b8d70e8d7b2,2021-09-03T13:55:06Z,2021-10-04T13:55:26Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,95776996ef5f372d5bd73e69556af02faa447bde14f9ab65176e0d3c47cfe9ee
depayrouter,ethereum,2021-02-27T15:14:43Z,2021-02-28T15:14:45Z,d3f98feb3de9a5183c3657f86ea8275cbffcf9533b4071f3cd6c22ec1e3659d2,2021-01-28T15:14:43Z,2021-02-28T15:14:45Z,1,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,365a5a23638fd6ab17ca4bdc418cb3ac2e889ecb1ef2dfc3098317e1aa3b5c1c
depusdt_levusdc,ethereum,2023-05-20T12:03:23Z,2023-05-21T12:03:23Z,96dd0776361509bc8a661ec7e5f099811d536e62a6cc5262d048a61b08d78de0,2023-04-20T12:03:23Z,2023-05-21T12:03:23Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,294bc6049f296d67e9680bccc45443e249dff61a714902934405dbe4cb963e44
dexible,ethereum,2023-02-15T17:31:47Z,2023-02-16T17:31:47Z,0316c05a303084cde0fb2b6d3e605575d61bdeb25994319c932e0ff3db50bb5e,2023-01-16T17:31:47Z,2023-02-16T17:31:47Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,86f8ddfe1d371da5cc4de071dc6fdb5682e4b9704d06551985510f3a66cf9128
dfs,bsc,2022-12-09T12:31:23Z,2022-12-10T12:31:23Z,ead8d194053fefdf9a751297c9d80d4e7ef6cc4b4ce1311288ef60d9c920edf9,2022-11-09T12:31:23Z,2022-12-10T12:31:23Z,8,1,10,9,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,ba1aa22e6a1c34b35352e8a45a174da593e3e98dd01935193839149d1a6cd013
dfx,ethereum,2022-10-14T16:44:47Z,2022-10-15T16:44:47Z,d6c848fbd8ae28ae51673d77514328d8ad8f5bd3a40903f647a5b64bf90b3a70,2022-09-14T16:44:47Z,2022-10-15T16:44:47Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,d1ffa7977431ec27ad9a045c758726bbab16c99caf219f3710aba468bf720369
discover,bsc,2022-05-30T05:35:56Z,2022-05-31T05:35:58Z,ceaff0684f0b5cb10c01905a1f67fb11fa09efe74b2d9718909ec528288fd948,2022-04-30T05:35:56Z,2022-05-31T05:35:58Z,16,4,10,6,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,2a1b11e586379378ef43a46d998921a6ddcfc26064ed39058265abefcaad1d7e
dodo_flashloan,ethereum,2021-02-26T12:07:46Z,2021-02-27T12:07:58Z,f12119298aa8219e9e2445d14bcc48eeb863bcc9bd64e9d14b2a8467b8047a8c,2021-01-27T12:07:46Z,2021-02-27T12:07:58Z,1,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,f9d9e5a1476b7a628fdc019f92847edbfe5452ea17b1d2a7a3c3b10679ab8584
doughfina,ethereum,2024-06-13T16:22:23Z,2024-06-14T16:22:23Z,26364ff8f85001f56f1a167da871c12f4c2ff7e95b411de7ad91ff8f64fba98f,2024-05-14T16:22:23Z,2024-06-14T16:22:23Z,1,1,10,9,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,a793f52c56870e022d00f1eef74b78efd57a8ec83ee232d921e6aeab0b61dbaf
dpc,bsc,2022-09-07T09:14:55Z,2022-09-08T09:14:56Z,cf2d3b69bc7358fe130b5484f2aa7582bb2f656f5aba22929d74f28a8cf2b963,2022-08-08T09:14:55Z,2022-09-08T09:14:56Z,7,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,898a78cbf7f409a1e79549cf5e8e844dd810cb8591ae0425dbb83da40d09d4de
dualpools,bsc,2023-02-05T01:21:17Z,2023-02-06T01:21:18Z,08dbea47b7a9f991ef00c048dd04e40f7409e3367abd5e44823d83ecf42248ca,2023-01-06T01:21:17Z,2023-02-06T01:21:18Z,8,1,10,9,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,64c4a042546c9f2d4f1592982f968ddc3c82feca3339637f3f13f40d9e46ace1
dyna,bsc,2023-02-01T12:23:49Z,2023-02-02T12:23:49Z,17558595e55648c2bca0f4ded281da51fc4369d4a964167b7178c4bd86837040,2023-01-02T12:23:49Z,2023-02-02T12:23:49Z,7,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,46540d71f047c03021aab207b7eaebd1d235cd33c4b42b6bce7feb82c3d68163
dyson_money,bsc,2023-06-27T19:54:37Z,2023-06-28T19:54:38Z,38b9092bc40c2893c59dd197c5da05fbc176326b1ed6d7ac41a4b3bd4a1c1ff5,2023-05-28T19:54:37Z,2023-06-28T19:54:38Z,6,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,ab62992b37741f0877d8c90d98bdc815509873f382fba4f70b68ff137d4db0a1
eac,bsc,2023-01-16T16:24:03Z,2023-01-17T16:24:05Z,d6f72a9ef03da80a5e02208b50ce6c75171eb2843d1789f62820172e8dbc0cd0,2022-12-17T16:24:03Z,2023-01-17T16:24:05Z,4,1,10,9,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,0188e7970a23179aa48064117732e428f0d48c262c87c31b67d5d4159357c1c1
earningfram,ethereum,2022-11-10T07:25:23Z,2022-11-11T07:25:23Z,bd18adcca6d99d5b1a34cb260a6b8d52b7f0c22281a201485c358dedfb53bf23,2022-10-11T07:25:23Z,2022-11-11T07:25:23Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,3db7b523da822b5ca1d2c8ba70ecb746221b3631b9998d3fcf45c60dee9c9844
eflevervault,ethereum,2022-05-27T05:12:32Z,2022-05-28T05:12:39Z,8d0c0196d5dc83947dc46550f540aa80a2965d84b846fe5f8b5ae47ad630d62e,2022-04-27T05:12:32Z,2022-05-28T05:12:39Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,076a95b1600c7e296296e39f48b01f40628b6aea1ca3979321fcf15957142d42
efvault,ethereum,2022-10-07T19:02:35Z,2022-10-08T19:02:35Z,1616189f14da4202910e9596eb71b746a11062736336b56b2645fc66b6821c3d,2022-09-07T19:02:35Z,2022-10-08T19:02:35Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,a1445490a0359bc2d24cb6e625d3349cbbfa4509e2ca7494db90e3b5dca6b682
egd_finance,bsc,2022-07-28T06:50:25Z,2022-07-29T06:50:26Z,2c9a658f92471a2ff42778ca5abb585d984f276fad0b4bfbd14c2bb7c433ceec,2022-06-28T06:50:25Z,2022-07-29T06:50:26Z,16,1,10,9,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,9910a809ee7f609fb2555031f50a245b05d293c1340f95dd93cff1894c558128
ehive,ethereum,2022-09-08T16:56:46Z,2022-09-09T16:56:51Z,1b10935be6dcf914d04f8fba42b7f273a8b7e2495afe6ad8bcb3e27442921319,2022-08-09T16:56:46Z,2022-09-09T16:56:51Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,2b49f2626850c0f91cf2bb7db37b7bb6a8fe5b717a59f436367905e26b1e00d7
ehx,bsc,2022-03-07T13:47:47Z,2022-03-08T13:47:48Z,123557f8b36998332a546d8f01b36f843d3049d1b9635bf307ac685895bd7263,2022-02-05T13:47:47Z,2022-03-08T13:47:48Z,33,10,10,0,True,True,True,NO_DEPLOYMENT_SCOPE_DEFICIT,False,5b535338934e7904de835b17d841d8d3ada2de2eb0193e524de3331f31cc3da5
eleven,bsc,2021-04-25T02:52:04Z,2021-04-26T02:52:04Z,062461ccb4b9580be5547711c0632ce695c2a7f5a787631d999eb133cda0652b,2021-03-26T02:52:04Z,2021-04-26T02:52:04Z,4,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,c13baa63aa6405906ad7f64f76774dabfd6e047ec619fb7ea94f9f1a240e5a55
erc20tokenbank,ethereum,2021-01-27T09:44:58Z,2021-01-28T09:45:09Z,a67f49d261b560602dab37d304cfd1460719f32ebbce738be080944458b65481,2020-12-28T09:44:58Z,2021-01-28T09:45:09Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,a8489b8407aa711257594f4b9f1ab42bc04e9e6261d4a654818b3dd81d37aae3
est,bsc,2026-03-20T12:57:01Z,2026-03-21T12:57:01Z,68927c8ad17fec3491888fd6c55908116133920be939d90d4a55879de4d2b8ea,2026-02-18T12:57:01Z,2026-03-21T12:57:01Z,1,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,c759b59394dacc91a08f398187a4a207e69e448bf8666a0f8d64f8107068d760
ethfin,bsc,2021-10-27T06:21:02Z,2021-10-28T06:21:03Z,6f77241a10320b4565948c2ff139d0a0b303b0398cd28a9216313fb0c681eac4,2021-09-27T06:21:02Z,2021-10-28T06:21:03Z,19,7,10,3,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,f787b51007d7052882b03bc1587e8d7e8b9408c370c26c616bf6d93c6aba8eea
etnproduct,bsc,2022-08-02T17:03:17Z,2022-08-03T17:03:19Z,074bd1feb74390b33b08baab8978409afc2ed76fae388b75b706b86f6f5ef9a4,2022-07-03T17:03:17Z,2022-08-03T17:03:19Z,15,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,455738034b398d4d48e3c7cfec3bb6a8335b4d97a1f871aaf363502b04600dc3
excommunity,bsc,2024-05-15T08:19:02Z,2024-05-16T08:19:02Z,ed7c46a03f0c53ab07b6d3298b02fedd54b66a3a0fa0dfbdc587699fbeb0efd9,2024-04-15T08:19:02Z,2024-05-16T08:19:02Z,5,5,10,5,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,7f9a58791c13cd5d9c6a8280788e84901853d78dc592361a46526d6bf6fb535c
fdp,bsc,2021-06-05T15:32:33Z,2021-06-06T15:32:33Z,61b0178a678dd9a0c973b6efe03e47b8e28bbe28638436bb4eb0cc67ba9f75cf,2021-05-06T15:32:33Z,2021-06-06T15:32:33Z,16,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,0a66a9e67b4c2e59fe1ab63d4f62450b6dd1a55fc120c1f4803a38ff6b6f68d4
ffist,bsc,2023-05-27T04:36:01Z,2023-05-28T04:36:01Z,48625eebc2de7bebdca15941d30e1e0f54100f059b8221dc59313599fb9da248,2023-04-27T04:36:01Z,2023-05-28T04:36:01Z,18,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,5d17b6c029d713b42bd516f266965712a9b0a004b607fd349abc86f22f90c06a
floordao,ethereum,2022-02-27T21:34:11Z,2022-02-28T21:34:21Z,8a107d063c75300edfae725a273e47f2e6384a1731f2944ef5738d3477c58c8c,2022-01-28T21:34:11Z,2022-02-28T21:34:21Z,1,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,5af5bcdfeb17fa4f4fbdb11ee4d4095ca27ce6d6b516e44d5a59948fbdf86840
floorprotocol,ethereum,2023-10-13T14:03:47Z,2023-10-14T14:03:47Z,a95ad83ccd3ddd895ecc375ccade61d34ead8eacc22053a0490f578c8443f3d8,2023-09-13T14:03:47Z,2023-10-14T14:03:47Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,cbebe568f0026ef59818510d18d5cbae26b6103b8279bb0155f3663085fc8e78
fpc,bsc,2025-06-30T14:56:21Z,2025-07-01T14:56:21Z,b69fc03f430387ebc910176c23262e5e69b2bc8de37551b434531a6569415389,2025-05-31T14:56:21Z,2025-07-01T14:56:21Z,3,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,dd8b79f4fc3891452c88426bae3ee4f34a9a33f5c1650feb856d2a9a5b29de82
futureswap,arbitrum,2021-10-13T17:26:24Z,2021-10-14T17:26:40Z,3b916c9056b2bf6382c014941149c3172fabaeb5b4a065cfcd86776019740654,2021-09-13T17:26:24Z,2021-10-14T17:26:40Z,5,5,10,5,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,e94453bdf4d5c2d97bc2c638d1c578f710d2dd2a5adfa5d3aac180852d02de89
gain,ethereum,2022-07-21T12:33:28Z,2022-07-22T12:33:30Z,a8d80dafb6714f66b6448ee3dd00e7bdbef0d3b35a193e5e58a0d00ce4a70735,2022-06-21T12:33:28Z,2022-07-22T12:33:30Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,c14283efb34ad7aa3c8c13f404c3afeec7750350da96781d6ddcc32b09160f55
gangsterfinance,bsc,2021-06-30T00:03:42Z,2021-07-01T00:03:43Z,7d327975c657b3ae86cb2059792787cdf7d1e8d3a6f0b9c467a504d04126dea3,2021-05-31T00:03:42Z,2021-07-01T00:03:43Z,29,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,2586fef9ca8d455a59d2549688f45ea6e1943a46491f6c6f1d2f1b09f9d97df9
gds,bsc,2022-12-04T06:21:05Z,2022-12-05T06:21:07Z,b2bb26e6eeb11562dc4e79c588e1f7c9dd6593219a2ba75d92a47831afc03df0,2022-11-04T06:21:05Z,2022-12-05T06:21:07Z,9,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,a4ef1c542f4ee2b2d597332286ee75e7991c4cd2d3f5af066b5c32fc21f0b08d
goodcompound,ethereum,2019-05-07T01:07:17Z,2019-05-08T01:07:17Z,81057434cae723a8b96af3685cffe3a9585394edbec8ca3a720a3e3c37d7dc5a,2019-04-07T01:07:17Z,2019-05-08T01:07:17Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,07377bbfe9453907bfc303a7e2f90f35dc04bbb524d76fa830673ff09c3384de
gooddollar,ethereum,2022-03-07T08:26:15Z,2022-03-08T08:26:39Z,a6dde7fb18ad29701c78796aa73ad3e3cd7f5a9a3622b86ed843de89fff5fa7c,2022-02-05T08:26:15Z,2022-03-08T08:26:39Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,3680b3f6f24ea2999fd2950ee6930801ddd53a73d35a72741caa853c8149fc96
grizzifi,bsc,2025-08-12T06:24:07Z,2025-08-13T06:24:07Z,a587e7f1ccc8061fc3fc456744f13d159791af3aa1c1c7005f80f6ecb23556cc,2025-07-13T06:24:07Z,2025-08-13T06:24:07Z,6,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,ce3e67a0f0ff31c89c0ac755524543413994a0cf625074247c034135512c37ff
grok,ethereum,2023-11-04T04:19:11Z,2023-11-05T04:19:23Z,af48f749d8ef30afb6ae7a16b17a2661f9dc27ed0d796d5220f774dbd8f33a84,2023-10-05T04:19:11Z,2023-11-05T04:19:23Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,7e2e82015a49a9b88e08cc1f717054a3732d6ff32ad5664d5aeb6c2f1ee96cd1
gym_1,bsc,2022-03-24T11:10:59Z,2022-03-25T11:11:01Z,a1833124d88a9f3f4e63e370a8eccacd61c7a7a83c8721304455ceec0d773efb,2022-02-22T11:10:59Z,2022-03-25T11:11:01Z,20,2,10,8,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,847f62240219f9b7d14a4a2f4a311e4a994124e2a77d5adcaf7918131a793f47
gym_2,bsc,2022-05-15T10:41:44Z,2022-05-16T10:41:45Z,24593b290d401d4f0210f688bb4e5cfe3b775933645c6b940c32aea7bdbb3b78,2022-04-15T10:41:44Z,2022-05-16T10:41:45Z,24,10,10,0,True,True,True,NO_DEPLOYMENT_SCOPE_DEFICIT,False,4372f2b9c7cfbff5222b51de8547463ce7c98ffc002f04643d824170b0e9d567
gymnet,bsc,2023-04-10T10:24:48Z,2023-04-11T10:24:48Z,e919ae25ad1656b127b38ae611494fb70537d8162514c787241b74ce4b08b88b,2023-03-11T10:24:48Z,2023-04-11T10:24:48Z,9,9,10,1,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,8383e26da0106073ef89540eb33b17828e2ad4fd8499c5e47601e29bc5c764f1
hackdao,bsc,2022-02-11T05:05:15Z,2022-02-12T05:05:15Z,74936f3194d384494f92b55ce0a77877accd0a0d00a68750f172a7c73cd1b2aa,2022-01-12T05:05:15Z,2022-02-12T05:05:15Z,36,10,10,0,True,True,True,NO_DEPLOYMENT_SCOPE_DEFICIT,False,a8fd722c0f45c950e8812ea3671fa1cda183be03ea87a17a3fa926c2327d1e79
harvestfinance,ethereum,2020-10-19T14:02:34Z,2020-10-20T14:02:35Z,eb4814ab3f62f300dffdabfe367133df288ca921ea5b4128d7f91c9cb3dacab2,2020-09-19T14:02:34Z,2020-10-20T14:02:35Z,3,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,8cf5ac3388330f2a2bc5f1e8e11e87bc155cb534531462ddf2d85f9cd2568399
hct,bsc,2023-09-03T23:16:15Z,2023-09-04T23:16:17Z,af073e041e935e4136d0f32abe3db0282abe0663206194724b27c66b8b4a4863,2023-08-04T23:16:15Z,2023-09-04T23:16:17Z,6,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,f2538f65dcde2e88175d07cb78e9cf18cb24f91c09f13d463c629d1f813f9271
health,bsc,2022-09-03T14:53:04Z,2022-09-04T14:53:04Z,64f3661d8ef072f393298212ae6eee306b2d752282a74c4976d4d0064ab2b426,2022-08-04T14:53:04Z,2022-09-04T14:53:04Z,6,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,8bc0cfb918a2546c588707711c09d1cf091bc14c467d9df03f1f6f6f5f978594
heavensgate,ethereum,2023-05-20T02:00:23Z,2023-05-21T02:00:23Z,efbcec5fa64a748a394715b3231bd25719586a69afbf0477e7f3938879f11250,2023-04-20T02:00:23Z,2023-05-21T02:00:23Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,715083d3f69c31136cc58166fbed430f018b90fa9a83c0080c6dee891051270f
hedgeyfinance,ethereum,2023-11-22T16:04:11Z,2023-11-23T16:04:11Z,f2563bd35e6876326cf1c3f6bde7e82b74f05248de076bd9112ded87eb51552a,2023-10-23T16:04:11Z,2023-11-23T16:04:11Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,315f53698b4b43549e1b2c9adfea7b8f2e14b311cf14505facdaa6726294043a
hegic_options,ethereum,2022-01-04T04:25:44Z,2022-01-05T04:26:07Z,34e17e6ba71def13fdb501bbe00d040f96ccc58396914a6074e2d6d3af77f6f4,2021-12-05T04:25:44Z,2022-01-05T04:26:07Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,e5d334e3f08e473696a472c79b0005df3d21861beddd308944939b549bf255e8
hexotic,ethereum,2020-01-06T04:56:47Z,2020-01-07T04:56:51Z,5c3eda04bde15733c14de3ef09de345d288bfb3fc06d707da452947a1103e9a2,2019-12-07T04:56:47Z,2020-01-07T04:56:51Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,872014e4ba68ae9f75229a8ff01454be5f22614655827fb16acafce70f5c00ae
hodlcapital,ethereum,2021-11-23T23:40:20Z,2021-11-24T23:40:35Z,4acadd77975dcaeebefb0c95ab49ba2d6fd2648d89ea831684656bedb3db336d,2021-10-24T23:40:20Z,2021-11-24T23:40:35Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,507ff6c01bdf9dee37f191fcabfcb89542946a3a3e72dc9954a018f551582f74
hopelend,ethereum,2023-08-07T06:11:59Z,2023-08-08T06:11:59Z,7ca68e8c6cdf2aca9f45aebf6eadd798e2ba42adbbb8b10a2cb48415e206a705,2023-07-08T06:11:59Z,2023-08-08T06:11:59Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,feff34c86653623737ed9cff0351cf4d0e5727c08134738bc0bf25cfe313f8da
hydt,bsc,2024-01-05T10:22:36Z,2024-01-06T10:22:37Z,5321f28a900538520a5237a896b8f06eaa2e1e5db31256118ab2f0e6b3c3b175,2023-12-06T10:22:36Z,2024-01-06T10:22:37Z,5,3,10,7,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,ad0cc318b4f5e805365c5d625b0ec246977fc3270654322ad2de1bfb13d96c09
hypr,ethereum,2023-11-14T17:39:11Z,2023-11-15T17:39:11Z,f4e69a6129311907acb99cc19bffa1c49b5200ac2d03486b588b35a3039d0bc4,2023-10-15T17:39:11Z,2023-11-15T17:39:11Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,18d9c2a4c012cc577ece3ebd5f94f57d0ee3c7258fdc39bced4fab2b0750cd53
idols_nft,ethereum,2022-03-02T00:24:23Z,2022-03-03T00:24:26Z,314dde7cdaa5753ea0cef98f23d40259d4f216197f2eafca721585a6c7b3a7f9,2022-01-31T00:24:23Z,2022-03-03T00:24:26Z,1,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,667935f8c518d0ef22d0091a5daf6eb8c1f8a9adfb4a633723cbc7293144e974
incufi,bsc,2024-05-16T16:10:05Z,2024-05-17T16:10:07Z,c63f795c75cec38c4778854d41729ad9a87e9f3d961a415775c5b329d011c89c,2024-04-16T16:10:05Z,2024-05-17T16:10:07Z,3,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,aa7a6991296a8afd50ae8a0404054c5d52692e1f183412444953c2cbb4f82fd2
