case_name,chain,target_contract_address,fork_block_number,required_queries,address,incident_block,prediction_cutoff_block,deployment_block,cutoff_status,proxy_hint,case_id,age_stratum,pilot_hash,pilot_member,priority,pilot_allocation_expected,pilot_allocation_selected,allocation_satisfied,input_sha256,policy_sha256,queue_sha256
futureswap,arbitrum,0xf7ca7384cc6619866749955065f17bedd3ed80bc,419829770,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xf7ca7384cc6619866749955065f17bedd3ed80bc,419829770,,,PARTIAL,True,ca2-40ca8a9aca77ecfbfe71,0,a35309fcc63b8c809fc0ad04eb2a7b874191a5d247fd50a9a4d43423e16b0041,True,0,2,1,False,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
mosca,bsc,0x1962b3356122d6a56f978e112d14f5e23a25037d,45519929,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x1962b3356122d6a56f978e112d14f5e23a25037d,45519929,,,PARTIAL,True,ca2-786342530794b2d0e951,3,e5aa8065e5b6b9b2e04dfa85ab9dd85da313db9a7ebda1d8863a282e9a39e29f,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
omniestate,bsc,0x6f40a3d0c89cffdc8a1af212a019c220a295e9bb,24850696,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x6f40a3d0c89cffdc8a1af212a019c220a295e9bb,24850696,,,PARTIAL,True,ca2-9ed4dcb42bc3e395722f,1,e656ad62ca8b6d3414525881473b1cb028097d8682ba0a92b18b10c5563c090d,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
mamo,bsc,0x5813d7818c9d8f29a9a96b00031ef576e892def4,34083188,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x5813d7818c9d8f29a9a96b00031ef576e892def4,34083188,,,PARTIAL,True,ca2-6bc7737cc67404ed8f62,2,e67305aa0c6d5269596bb9cb51debdff5f16f38c64c524809f0bb07cfe90fd4b,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
newfi,bsc,0xb8dc09eec82cab2e86c7edc8dd5882dd92d22411,30043573,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xb8dc09eec82cab2e86c7edc8dd5882dd92d22411,30043573,,,PARTIAL,True,ca2-23403cb09827b5b8f43e,1,e6ee2a34cb12fb8036bae4259d31b12d92989a687c3b5a0ac79eab4e81c64f80,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
burgerswap,bsc,0x7ac55ac530f2c29659573bde0700c6758d69e677,7781159,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x7ac55ac530f2c29659573bde0700c6758d69e677,7781159,,,PARTIAL,True,ca2-28489e4d5123e702b7a8,0,e70aeca932b5ea4493a37c65dd6ab8c66766a9eca5764b6b625f197d0227becc,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
shido_2,bsc,0xaf0ca21363219c8f3d8050e7b61bb5f04e02f8d4,29365171,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xaf0ca21363219c8f3d8050e7b61bb5f04e02f8d4,29365171,,,PARTIAL,True,ca2-fff564d4ebd90a3fa837,1,e8ab8573449a330019209f87dc7577ac93e1a1ed3d07488c0cd939b5c5c9f9db,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
rl,bsc,0x335ddce3f07b0bdafc03f56c1b30d3b269366666,21794289,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x335ddce3f07b0bdafc03f56c1b30d3b269366666,21794289,,,PARTIAL,True,ca2-604ce8fc1c483067805c,0,e8f237c4077073014b39b1a501cd6d043a4efe9a0dd5872aba78dcb78f2a17ef,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
cftoken,bsc,0x8b7218cf6ac641382d7c723de8aa173e98a80196,16841980,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x8b7218cf6ac641382d7c723de8aa173e98a80196,16841980,,,PARTIAL,True,ca2-9975357170a08c396c9a,0,e999892ccb9101682e55520ba12aaaaeb276fbaa4d259419ecd5d1b24434fb7d,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
pdz,bsc,0x664201579057f50d23820d20558f4b61bd80bdda,57744490,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x664201579057f50d23820d20558f4b61bd80bdda,57744490,,,PARTIAL,True,ca2-fe0426b19503c34e1f18,3,ea6f9312307cc824a1ffb9ba386cdad54c849edca5df29f29a45e4aebb039fb7,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
bh,bsc,0xcc61cc9f2632314c9d452aca79104ddf680952b5,32512073,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xcc61cc9f2632314c9d452aca79104ddf680952b5,32512073,,,PARTIAL,True,ca2-8827a43c9b16b94734ae,2,eaf47f8ca2e730a83a67b2714ea8a7fd13b5564d90549e40153534ff95f1b4d8,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
it,bsc,0x1ac5fac863c0a026e029b173f2ae4d33938ab473,36934258,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x1ac5fac863c0a026e029b173f2ae4d33938ab473,36934258,,,PARTIAL,True,ca2-5293bf48f2bcc29baaff,2,ece2502a433a4e3ca0a427b37c8bd54070d42c1b66433aaf924d2531944fb6a9,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
sellc03,bsc,0x84be9475051a08ee5364fba44de7fe83a5ecc4f1,29005754,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x84be9475051a08ee5364fba44de7fe83a5ecc4f1,29005754,,,PARTIAL,True,ca2-b15231d961b437b62264,1,ee70977b58e90fd16e790a799efc368d5bc2a885a35c49892ba5f57ace924df9,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
res,bsc,0xeccd8b08ac3b587b7175d40fb9c60a20990f8d21,21948016,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xeccd8b08ac3b587b7175d40fb9c60a20990f8d21,21948016,,,PARTIAL,True,ca2-758d99036031cc6eb400,0,ef154b88d399a5d7680af01b117ef1f0fdb79f649fe46e0b590846a7f80a8eef,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
rikkei,bsc,0xd55f01b4b51b7f48912cd8ca3cdd8070a1a9dba5,16956474,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xd55f01b4b51b7f48912cd8ca3cdd8070a1a9dba5,16956474,,,PARTIAL,True,ca2-cc09312220e115bde016,0,f27d843ed003e5bd1484fca876c438764787eb0f406c785014c2ef54268edbb4,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
grizzifi,bsc,0x21ab8943380b752306abf4d49c203b011a89266b,57478533,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x21ab8943380b752306abf4d49c203b011a89266b,57478533,,,PARTIAL,True,ca2-ce552f38ab8199ed551d,3,f320aee66dcd39a70dedf586e1af6fa40e0c7253356ea8d1e491134b6c954f81,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
ffist,bsc,0x80121da952a74c06adc1d7f85a237089b57af347,30113117,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x80121da952a74c06adc1d7f85a237089b57af347,30113117,,,PARTIAL,True,ca2-5d29f9c5eb314dcba612,2,f3a25b320d57e548d1dd544499f1b30de9722e637a29a93acf2482749e78ac50,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
sut,bsc,0xf075c5c7ba59208c0b9c41afccd1f60da9ec9c37,30165901,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xf075c5c7ba59208c0b9c41afccd1f60da9ec9c37,30165901,,,PARTIAL,True,ca2-7887a4e3ed471d877a90,2,f512399d693b29d5a09acc22ec245721bd4931cab0136ae4a9e41218d65bc97c,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
eleven,bsc,0x27dd6e51bf715cfc0e2fe96af26fc9ded89e4be8,8530973,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x27dd6e51bf715cfc0e2fe96af26fc9ded89e4be8,8530973,,,PARTIAL,True,ca2-411b50fea47298d98579,0,f770f046db2d6dd82c6d0796dba18ec7d544380a6dd8919a1367f26cfb792e3d,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
fdp,bsc,0x1954b6bd198c29c3ecf2d6f6bc70a4d41ea1cc07,25430418,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x1954b6bd198c29c3ecf2d6f6bc70a4d41ea1cc07,25430418,,,PARTIAL,True,ca2-6d220be49d90b51ca6fd,1,f944fdd1310bc4fe6e79a1d48650761cfb7ff3a2a7593322c3fa98c526b25768,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
caterpillar_coin_cut,bsc,0x7057f3b0f4d0649b428f0d8378a8a0e7d21d36a7,42131696,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x7057f3b0f4d0649b428f0d8378a8a0e7d21d36a7,42131696,,,PARTIAL,True,ca2-9aabe02b00ee6b15427c,3,fb0a9381db14ed91a9641bffcd3d4e7198e2464db143aba2ba6b546158a42646,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
ddc,bsc,0x443195aa3a4357242a7427fc8ce5f20c1e71fcb1,20840079,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x443195aa3a4357242a7427fc8ce5f20c1e71fcb1,20840079,,,PARTIAL,True,ca2-001604d480f953df5322,0,fb252a6bede58f147624c2d33e42439b6571ffb60b00f54e3129a4010e8c4421,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
snk,bsc,0xa3f5ea945c4970f48e322f1e70f4cc08e70039ee,27784455,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xa3f5ea945c4970f48e322f1e70f4cc08e70039ee,27784455,,,PARTIAL,True,ca2-f3e658093e457630a524,1,fb76a68e1fd303c08dcba6abf1df45d63bd71271355235a9973defaccd858cdd,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
gfa,bsc,0xbcbcb0e7e28414e084c4a40c1ccc30b75629a7de,37857763,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xbcbcb0e7e28414e084c4a40c1ccc30b75629a7de,37857763,,,PARTIAL,True,ca2-a04834244778519abaa1,2,fc72fe0f13e9781331430299d6c6efd949eb5b205a75070a29d4d4cbdabe9dfd,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
cs,bsc,0x8bc6ce23e5e2c4f0a96429e3c9d482d74171215e,28466976,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x8bc6ce23e5e2c4f0a96429e3c9d482d74171215e,28466976,,,PARTIAL,True,ca2-22ca428502dddf9f2871,1,fc8f4810884e49a223f1367b22a297446190b8c6f94230797b631cc3e9825767,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
waultfinance,bsc,0xa79fe386b88fbee6e492eeb76ec48517d1ec759a,9728755,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xa79fe386b88fbee6e492eeb76ec48517d1ec759a,9728755,,,PARTIAL,True,ca2-69618eefef4fa57c795c,0,ffb25e70fe465b0290f64a18a68af792d95520f3e8cff71db4d710695e5834ea,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
burner,ethereum,0x4d4d05e1205e3a412ae1469c99e0d954113aa76f,19917290,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x4d4d05e1205e3a412ae1469c99e0d954113aa76f,19917290,,,PARTIAL,True,ca2-8521e5ce73f00a1df2b0,3,02609b9ead8b7b9ccac57373c1f097f89b28c6865621fbc053d4968629071153,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
orion,ethereum,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,16542147,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xb5599f568d3f3e6113b286d010d2bca40a7745aa,16542147,,,PARTIAL,True,ca2-ee795333beb4dcb94cce,1,036bdaafd0ba696076cf9144a593c710908f4d8b14d431bd9bfb6fab5017c3c7,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
pineprotocol,ethereum,0x2405913d54fc46eeaf3fb092bfb099f46803872f,18835344,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x2405913d54fc46eeaf3fb092bfb099f46803872f,18835344,,,PARTIAL,True,ca2-9653ab400e10fa0c044d,2,036fdeca3a43a723fa61127e2d9bd1696f99b959b1b99fef9f822251f60e7c7c,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
affinedefi,ethereum,0xcd6ca2f0d0c182c5049d9a1f65cde51a706ae142,19132934,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xcd6ca2f0d0c182c5049d9a1f65cde51a706ae142,19132934,,,PARTIAL,True,ca2-3f7bb52435313429cfa7,2,0b0fcb79a0395665a63fa8930cd045398172ccc7178d6e76d2060e50a5426907,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
pseudoeth,ethereum,0x2033b54b6789a963a02bfcbd40a46816770f1161,18305131,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x2033b54b6789a963a02bfcbd40a46816770f1161,18305131,,,PARTIAL,True,ca2-6f8a2ab5c968b3eaaf69,2,0cd8feadfe15019fa9371cd7d5da6312353839f833faae6a9d2630fadd3c95a4,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
yearnfinance,ethereum,0x83f798e925bcd4017eb265844fddabb448f1707d,17036774,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x83f798e925bcd4017eb265844fddabb448f1707d,17036774,,,PARTIAL,True,ca2-6b709bd598843f9b172a,1,0ddc24ed0fc94c44003e36c2dcb87d3bd56a44e79e5266772c39cf1e78059932,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
dexible,ethereum,0xde62e1b0edaa55aac5ffbe21984d321706418024,16646022,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xde62e1b0edaa55aac5ffbe21984d321706418024,16646022,,,PARTIAL,True,ca2-12f0d5e40474ef0de502,1,0e112196aa1a308dd238dbeee38271078562f882298d034e17a8f506d282ba93,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
lifiprotocol,ethereum,0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,20318962,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,20318962,,,PARTIAL,True,ca2-deb8f1653a1510fb4c48,3,1057f1d7a48e14ea755f0aa0a0fd16d4caef780ebc8a68ddb6295956bee36481,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
hypr,ethereum,0x40c31236b228935b0329eff066b1ad96e319595e,18774584,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x40c31236b228935b0329eff066b1ad96e319595e,18774584,,,PARTIAL,True,ca2-f52d9b4393b86654cabd,2,1888df23a43a3b830f4b3afee575bb1f9b636420690c6b11ba3df4a7cb711ed5,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
cream_2,ethereum,0x3d5bc3c8d13dcb8bf317092d84783c2697ae9258,13499797,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x3d5bc3c8d13dcb8bf317092d84783c2697ae9258,13499797,,,PARTIAL,True,ca2-2f808fc768214bcb9f7d,0,1a4d8196dae45158e67a8ed284355fbe1e4a690d7abdd95b1917dd245d1fd516,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
xst,ethereum,0xb276647e70cb3b81a1ca302cf8de280ff0ce5799,15310016,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xb276647e70cb3b81a1ca302cf8de280ff0ce5799,15310016,,,PARTIAL,True,ca2-3ce3786a7c84825faed0,0,1bd5cb6c6593524c3a92fc9a7aff663a91c7e3fbff21530b45a3eca39772f8bb,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
deeznutz404,ethereum,0xb57e874082417b66877429481473cf9fcd8e0b8a,19277802,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xb57e874082417b66877429481473cf9fcd8e0b8a,19277802,,,PARTIAL,True,ca2-5c37ff6ef20c8e1183dd,2,1d4249a25138498a89de81890a48751ea9df5e087fe3d29603af8a2ae100809d,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
convergence,ethereum,0x2b083beaac310cc5e190b1d2507038ccb03e7606,20434449,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x2b083beaac310cc5e190b1d2507038ccb03e7606,20434449,,,PARTIAL,True,ca2-5c90f11e08cf22426454,3,1e335e1b598cf1cc26a02f8715b1f8c9d7f85f2ba8b5e6426926e2947d58998a,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
curve_llamalend,ethereum,0xad444663c6c92b497225c6ce65fee2e7f78bfb86,24566937,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xad444663c6c92b497225c6ce65fee2e7f78bfb86,24566937,,,PARTIAL,True,ca2-aa939f9f7f959ce19c8f,3,201f4630d3fb8d3400e1ffd7ae49891989f982befe7868cf27af783df7d29bf1,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
sandbox,ethereum,0x50f5474724e0ee42d9a4e711ccfb275809fd6d4a,14163041,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x50f5474724e0ee42d9a4e711ccfb275809fd6d4a,14163041,,,PARTIAL,True,ca2-48d4577fa72f25875ad3,0,20239a7f7bab95c5bc2f88faeaee5682747c7622abcdfc8136b1388411e8dbde,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
revest,ethereum,0x2320a28f52334d62622cc2eafa15de55f9987ed9,14465356,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x2320a28f52334d62622cc2eafa15de55f9987ed9,14465356,,,PARTIAL,True,ca2-e75c05f94545176def00,0,21ecaf0908530f3d8873186c7ed46e73054db09f6838ede60aa98604f708fe37,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
