case_name,chain,incident_date,event_observed,event_type,outcome_evidence_sha256,prediction_cutoff_time,followup_days,censoring_status
affinedefi,ethereum,2024-02-01,1,publicly_documented_exploit_incident,eb180fbd5bee6ef5019e8e555a2c17119054757202ebb0bf4a43a0dacaf00618,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
compounduni,ethereum,2024-02-23,1,publicly_documented_exploit_incident,ffcee63a14befeae862132a30476945ce2fde227a46721041038e0787bacfa20,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
burnsdefi,bsc,2024-02-05,1,publicly_documented_exploit_incident,265e1eac745e43e9ee9a6276b6b6ee88b14f5fe4d6df50467ee5f484defad84c,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
bob,bsc,2023-12-17,1,publicly_documented_exploit_incident,17f5d16399b99744915e61ff799b26570429e1006f523638a7966750b038ecb5,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
blueberryprotocol,ethereum,2024-02-23,1,publicly_documented_exploit_incident,60aabd122c2d8b0061099f513c14957a2e5da4068f4db46d6a27ca467556cc05,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
deeznutz404,ethereum,2024-02-21,1,publicly_documented_exploit_incident,f6952ee7e82c2330ee34a5e0523ea1c385dd30587c5e8642f85c77ea465cd7b8,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
bzx2,ethereum,2023-12-02,1,publicly_documented_exploit_incident,9fc1c25f3ca0e8392d8d191c970f073b19918428eb969b4ed2297cb5018c42bf,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
game,ethereum,2024-02-11,1,publicly_documented_exploit_incident,94218a4c59634455733d1e133df7bc0e2f2748862665e422d3583a86c46770ca,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
dualpools,bsc,2024-02-15,1,publicly_documented_exploit_incident,bcaaf111f622e5eeae5e08b76b369ca38ef7be3bee6d3114848f7104456432d9,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
miner_bsc,bsc,2024-02-13,1,publicly_documented_exploit_incident,27d1222a244c0e8696cf08e8ac3f932d4a07a63c654a26fa0b5ea764e5747c47,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
particletrade,ethereum,2024-02-16,1,publicly_documented_exploit_incident,c17093906d9fddeb7232d9d0103a9478c8297d0a7f3a7cbcc76ce13c9f834755,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
pandora,ethereum,2024-02-08,1,publicly_documented_exploit_incident,16591f0b417fe89d668500391323f06f3915d4146bee27f6d215479ca4c7ceb0,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
ruggedart,ethereum,2024-02-19,1,publicly_documented_exploit_incident,b96e4beae540039d7e5eb0ee288ff680aeccac877eb67d614b67e34f9a989e54,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
miner,ethereum,2024-02-15,1,publicly_documented_exploit_incident,0775a94dcf7643f9030636f2a55469244d0a21be30cdce0696e51ed46424a1bd,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
seneca,ethereum,2024-02-28,1,publicly_documented_exploit_incident,b05abcad1d388f6ff123057d5f2c3487ce8e1eec7726cd59dbbee28367ebe03c,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
alp,bsc,2024-03-06,1,publicly_documented_exploit_incident,0de79cc11a059ace9aefeb2886e4c5ffb713f2bb9621c23cb169bbba910783bd,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
ethfin,bsc,2024-03-29,1,publicly_documented_exploit_incident,f01386ab0de755e57cfd0f723a643a2e766247e7fcafcb7f81cb5b11143c8a61,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
ark,bsc,2024-03-24,1,publicly_documented_exploit_incident,e50a7bb3c2733107603adfed5372d02745bd5174cb3fdd84c7e6353a471e22c9,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
bbt,ethereum,2024-03-12,1,publicly_documented_exploit_incident,9f2f49493c72fe8ff43d79ef586532411912c67d0983cfb540131258f49b21da,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
binemon,bsc,2024-03-11,1,publicly_documented_exploit_incident,e8a887a999b4b3b770c4e49747a6390331349d4a954b8ab626726e5a4c9039a1,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
juice,ethereum,2024-03-09,1,publicly_documented_exploit_incident,edf95975a839530d3698c70183349a2307d95b1085ccd96ab1b1ddac7ed034be,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
tgbs,bsc,2024-03-06,1,publicly_documented_exploit_incident,dada65ea568337224ab95364259cae8ae28d0a3c01c7af53d4e10f0632ab8863,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
atm,bsc,2024-04-01,1,publicly_documented_exploit_incident,95cee1d24d8650f9da0c59a2a9aff8afbd3fdd0f132af668b75a59c276d78c2e,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
chaingefinance,bsc,2024-04-15,1,publicly_documented_exploit_incident,7177e57a26a75280777bdd502119c6fb1d38129c8dcb82e0eadb355285b1e5da,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
fil314,bsc,2024-04-12,1,publicly_documented_exploit_incident,19e1ba93150df827693daea4c2be72ca054e7604db321bcee0f958405e98cbd2,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
gfa,bsc,2024-04-15,1,publicly_documented_exploit_incident,858e84f822ad2f3a83fe2fb90327c14e4d0b69f1378e126433c6d807044c7072,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
hackathon,bsc,2024-04-14,1,publicly_documented_exploit_incident,b5624d43a70c90edbd8c0bd3d1f0371f59b3cb0e663515cc394e09736f6d6fbb,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
hoppyfrogerc,ethereum,2024-04-02,1,publicly_documented_exploit_incident,bf3fd47a10acdd2313a5c52a3c1e2043ba7f7f250781dcd166ed5a2a7824c939,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
hedgeyfinance,ethereum,2024-04-19,1,publicly_documented_exploit_incident,da054823043fabcbaea1af2633f5fbfd808347c1eed7abc0810e4f2d10ddff04,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
ngfs,bsc,2024-04-25,1,publicly_documented_exploit_incident,cdc98e342b5f20196760b8f3f3fa386d8ace8de704cd4376f967a19581aea5ff,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
satx,bsc,2024-04-16,1,publicly_documented_exploit_incident,175d3783beef60cdcf7797db25f9faa90f4ff8539e9df558f3bb259ec23aa21a,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
squid,bsc,2024-04-08,1,publicly_documented_exploit_incident,9aeb0332c8dd2dcc094ae6b2e1d3d8e3ea2429456e4b640a45aea0a323a2fc94,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
ups,bsc,2024-04-09,1,publicly_documented_exploit_incident,51f78c033326ec8fd168324bd0ac45d36c26d4f1f940e092aad883cd7af4b139,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
openleverage2,bsc,2024-04-01,1,publicly_documented_exploit_incident,8928afa376159d465de3d9059561b81929a7a6678a01ddfd9373bddab7bfc12a,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
wsm,bsc,2024-04-04,1,publicly_documented_exploit_incident,6ebf183070e1711164de4a9e5441d20d49ab6642ebfb907bbad78b3ab459f279,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
z123,bsc,2024-04-22,1,publicly_documented_exploit_incident,e6a272d372505fb0eb121b5577cad10ae7ee0fe1346ec4cc2ff01c9d29be86b5,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
yiedl,bsc,2024-04-24,1,publicly_documented_exploit_incident,76033ec824db565b5b708643aaf40a4d7a0541b1c1fb24f9c12e012870dc58b7,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
burner,ethereum,2024-05-22,1,publicly_documented_exploit_incident,9dd327b708361039ad9eae2dc3d7fcf60cbf785ebdb2c4212f6a6a3c93a1493a,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
excommunity,bsc,2024-05-28,1,publicly_documented_exploit_incident,26d6230ac9333918e343cfd541228c24d7433528e51810166077f16609a20473,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
sumermoney,base,2024-04-12,1,publicly_documented_exploit_incident,6cc89722848c536bcd753f43891230e7b3a988e74cdc7d55656ff1fc0078e409,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
metadragon,bsc,2024-05-29,1,publicly_documented_exploit_incident,1e9b3302b8ae889be71e7956627b95c3c1ab4311ce3571bab3ad4d931b13ebd2,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
gpu,bsc,2024-05-08,1,publicly_documented_exploit_incident,027e56e1e787248ceae2146fecdfdac737957ba29b3ebceb2270e2aaee7c6622,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
liquiditytokens,bsc,2024-05-31,1,publicly_documented_exploit_incident,a4cea0dac6a525cc4a4cce0b03ddd11e80fcb5432ec49be30d50c2300f1584ae,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
redkeyscoin,bsc,2024-05-27,1,publicly_documented_exploit_incident,672316711fec40f5ea6c201714b27271557d853c8e4ab5fcd177a9e7d3210d23,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
normie,base,2024-05-26,1,publicly_documented_exploit_incident,1668476350face84c4047a54866f1d20196edb0343f825c46251fd24fff24262,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
osn,bsc,2024-05-06,1,publicly_documented_exploit_incident,878a5450867bc251fd18574d2e3f1a024904b760638fb6c3d600f58ca029b29e,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
tsuru,base,2024-05-10,1,publicly_documented_exploit_incident,607e6288b33aa05c4c1e86e9ee60b010e010f81d934b22d13ecbb02d6185dde0,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
apemaga,ethereum,2024-06-27,1,publicly_documented_exploit_incident,1cc128736e14561a77c3b37726783777bcab7d3d2a38aa2eafa21d68ef076c79,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
crb2,bsc,2024-06-16,1,publicly_documented_exploit_incident,d4776b2c0dd3e41c587fb086e813a82db68119563fed2cb7d67be2fad17ea62b,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
incufi,bsc,2024-06-18,1,publicly_documented_exploit_incident,6250ecba3d8bd005ba1e2ac25a675355ca4c85f81f40c89b9498b2ba1c9d56fb,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
ncd,bsc,2024-06-04,1,publicly_documented_exploit_incident,6f85029f0b72cbbaa1d0fc7fbb5c18028f0421d573a709a115fe205e2ef5777b,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
tradeonorion,bsc,2024-05-28,1,publicly_documented_exploit_incident,ee395b7b8664604d26884bba4950beb883014e652e33621ab703f2e428213d69,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
dyson_money,bsc,2024-06-17,1,publicly_documented_exploit_incident,6b70b83131463d105ba87674979eb794bf78d0434383b305cfcdbc206f5f160a,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
steamswap,bsc,2024-06-06,1,publicly_documented_exploit_incident,865b131d37abdd3846e5b68ace04d63088c6bd7499aac7910abb432badb87bbe,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
wifcoin_eth,ethereum,2024-06-16,1,publicly_documented_exploit_incident,02e5f7cd9678ba36d0bafc211d04a7af173bf52b2902e344ab64554d4d14f45d,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
jokinthebox,ethereum,2024-06-11,1,publicly_documented_exploit_incident,5f333e23531dbcee19db71cc3769d32f1c42dd82ba38dbf97100e7a86fe6bf61,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
minestm,bsc,2024-06-06,1,publicly_documented_exploit_incident,05d9d847af27f132d31bcedb1a64626b948ace826f48da0b88ba16b91587cc7e,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
will,bsc,2024-06-28,1,publicly_documented_exploit_incident,16d88ba48c4ac6c996656b8ca27e6b2073306268e38ddfcc41f9d4646377261a,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
lifiprotocol,ethereum,2024-07-16,1,publicly_documented_exploit_incident,e8e121d5de7030d1d274a4972ebd892379d40c8837495806c74495f2a9274b4d,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
uwulend_first,ethereum,2024-06-10,1,publicly_documented_exploit_incident,7e27bb03655f190748615cafa04070180604951c35d0f02142118ca72f5ed9d1,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
lw2,bsc,2024-07-08,1,publicly_documented_exploit_incident,562c2bf8251f39c743b041c6b3317e9ce092efcd8a832b03b709dcaef35dd5da,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
uwulend_second,ethereum,2024-06-10,1,publicly_documented_exploit_incident,7e27bb03655f190748615cafa04070180604951c35d0f02142118ca72f5ed9d1,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
doughfina,ethereum,2024-07-12,1,publicly_documented_exploit_incident,2335acf0887a379586c363fec975ab864083cce6a7c2c3a8ad7fbedb715b8130,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
mrp,bsc,2024-07-02,1,publicly_documented_exploit_incident,e060c2a1d41dd6c4682fc33ab0cb9e7939af9badf6cc1d0f328cda0621ffa293,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
defiplaza,ethereum,2024-07-05,1,publicly_documented_exploit_incident,2d8afd77adac1ebdad1aeb4157172d3a0f28b5d2d79d1dfe49808a1b97d6b8f5,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
sbt,bsc,2024-07-11,1,publicly_documented_exploit_incident,17405e0bf5a7276d789d4514a7423a4b31e180f06ff259581982046810c6efc3,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
yodlrouter,ethereum,2024-08-14,1,publicly_documented_exploit_incident,36acc17e9643c2cee1d7676b67516a6e87845f34933179f859fcd4b5de32b665,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
ompxcontract,ethereum,2024-08-16,1,publicly_documented_exploit_incident,ad9ffb6dea1f9d35dbdc975d55d68981e8b91afebeb3862781d6042c530da459,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
ivestdao,bsc,2024-08-12,1,publicly_documented_exploit_incident,3e9d05606143ba2e59f912faca07eac1de876f180a999935f818fd4d5588d987,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
spectra_finance,ethereum,2024-07-24,1,publicly_documented_exploit_incident,87023fdb4a96cd88d008c1da77ba300aff39d330f447d3aaa157166628821278,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
zenterest,ethereum,2024-08-16,1,publicly_documented_exploit_incident,2a448a612293c9d84ff9cbe27ad819a7d38ad525d20b1906a248715619aed9ad,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
convergence,ethereum,2024-08-01,1,publicly_documented_exploit_incident,b8311c732b7cebbbb253467cc6bdb4cc1cbc33dedae240f24d6305d42124358e,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
bankroll,bsc,2024-09-23,1,publicly_documented_exploit_incident,3c39a86665ecc26c9982889d59c366c58a1bdf8a29ae0c6b4be700b22fbc8666,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
caterpillar_coin_cut,bsc,2024-09-10,1,publicly_documented_exploit_incident,cf32cd5a5a6b4da42050cc415153314d929909395b95937ca1248f0c79b71774,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
otseastaking,ethereum,2024-09-13,1,publicly_documented_exploit_incident,658f99af8543e5f9c74db757b63c9621b283f8d91aed1805b3a1f953901553e9,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
bedrock_defi,bsc,2024-09-26,1,publicly_documented_exploit_incident,9aa197eace1fcf522dfd1ee2eebc75a566d3b810cb51e7b136536c595df81301,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
aizpttoken,bsc,2024-10-05,1,publicly_documented_exploit_incident,72807c8cebe2203904864485f9f63f2014d9c4a22a65b77ffbae3fd31b5786ac,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
onyxdao,ethereum,2024-09-26,1,publicly_documented_exploit_incident,9313f6a01a70788eb7e77125e1eb2cf6cd2391d272fec34298301bd064e99f73,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
firetoken,ethereum,2024-10-01,1,publicly_documented_exploit_incident,6a099adc701f693ef503888008c6d702fd8ede71d6ddbb4d14f8845bf61f566c,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
hydt,bsc,2024-10-10,1,publicly_documented_exploit_incident,d03b733d95e5e35cab9dba563e3ecb4185c482f5b3b124ebcce29958df36e9fa,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
sashatoken,ethereum,2024-10-06,1,publicly_documented_exploit_incident,ff95f733a3492e41e8a2411bcfdcba000fe21f3315c857351d3d8c346b3b903a,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
morphoblue,ethereum,2024-10-13,1,publicly_documented_exploit_incident,d183dfa70752be760bff13a307b62b2dd981f393011e68cb3abffe1f99a43fa8,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
penpiexyzio,ethereum,2024-09-03,1,publicly_documented_exploit_incident,718b51fd914b292ad81f374f7b05f598beb46923d3d6438ea5bf80ed0aa91bac,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
vista,bsc,2024-10-22,1,publicly_documented_exploit_incident,f7ec459e7280d79f1fa7ab6dd7bc9ad362da13664762a503ad3aec7309b64cd9,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
labubu,bsc,2024-12-10,1,publicly_documented_exploit_incident,19e682e9dfe45d9fa00557e81932420636f4a0abfa95a4b365c985496020ff07,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
pledge,bsc,2024-12-03,1,publicly_documented_exploit_incident,bbd7857a04b61866f20b3ae8c1b80afc2339103d3359a42af7253db0c510a94b,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
veth,ethereum,2024-11-14,1,publicly_documented_exploit_incident,fc813b43840d85f7d8d31498638a4b8e2ab8afb5d76cd912d0b9d119fb604418,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
gain,ethereum,2024-02-21,1,publicly_documented_exploit_incident,8481bf88380d95cfcd6dd0107aceb38157f92251d744f439b8d8322b5a858b82,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
it,bsc,2024-03-13,1,publicly_documented_exploit_incident,24b3ff5aa8ea66c76b0175a2eb51abdd7641c659bb0e57687f8f765b165ca5bc,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
cloberdex,base,2024-12-10,1,publicly_documented_exploit_incident,30394d79e505bad575a4eab456ad11a0e72a8b0db7dbae41a6053522f0f35850,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
98_token,bsc,2025-01-04,1,publicly_documented_exploit_incident,d7cab897fa212182e113a8929d53405302ae17d87f7911c1e92e29a44c417d82,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
ast,bsc,2025-01-21,1,publicly_documented_exploit_incident,7b7a89fd412d9b417ccc04f2de16350b219139c4e166ff7202a34b4a7e9aae50,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
ipc,bsc,2025-01-07,1,publicly_documented_exploit_incident,ddc79cd55c305763b5718c12d1e60770fa5b11982bab363fd06156b14c7cb62a,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
xbridge,ethereum,2024-04-24,1,publicly_documented_exploit_incident,70e2ab58742aaf9a4e662227327ef2ae7b16b5e08895955bd63d80b4c12066b9,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
idols_nft,ethereum,2025-01-14,1,publicly_documented_exploit_incident,868b9be18a0789554d921c0844e28292c78530ef4c77e73c58e41c2895ef3742,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
j_pulsepot,bsc,2025-01-10,1,publicly_documented_exploit_incident,3ee5050bda4d0e1f19bba7164803941d3b2da80284574919148fa049305d9bf3,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
lp_mine,bsc,2025-01-08,1,publicly_documented_exploit_incident,ec6abfb622ba7cade51ab49c3950a4d05f635e22cd6da425fb166d0a96b3ba0b,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
laura_token,ethereum,2025-01-01,1,publicly_documented_exploit_incident,72269dc14a594a1f4452e72d8ea001033d3f1be142f70f99b4027eafc10a0124,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
mosca2,bsc,2025-01-13,1,publicly_documented_exploit_incident,70bb53ada5ecbb7f223462e11d68819d493a025d0fc4181128e2a89cfe49358b,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
roulette_pot_v2,bsc,2025-01-11,1,publicly_documented_exploit_incident,310131f5e2fe880e77c795bd5b8dd0eaf979778a71f68e90b67e1720c300dcb4,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
mosca,bsc,2025-01-06,1,publicly_documented_exploit_incident,031f9fa4dfe59c92fb254ee28043c78e1b726a847fbdbb7eb3339c96b1e6a2b5,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
unilend,ethereum,2025-01-12,1,publicly_documented_exploit_incident,8b1235715702a6ae2a395a08d4488b218dabd360ec651856bf11719a1229d1e6,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
sorra_staking,ethereum,2025-01-04,1,publicly_documented_exploit_incident,72a50ee9c275149333cffe99d7b140ed1c513f1e9e1e6e6dbf77a36c06971c18,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
hegic_options,ethereum,2025-02-23,1,publicly_documented_exploit_incident,3c5be337e658080d19945815a4acf5adce8c404702901f9e3a3c48f7a173333c,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
bbx_token,bsc,2025-03-20,1,publicly_documented_exploit_incident,7a596dfc7f7a7ad38424153f28bee003ce1597d2b2e33f59b7f5030d4d628d5d,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
alkimiya_io,ethereum,2025-03-28,1,publicly_documented_exploit_incident,3fae7e8ac1496e86223530df97c7bc816a2095404217ea01bd2e6db853d4db42,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
dcf_token,bsc,2025-03-18,1,publicly_documented_exploit_incident,2cceae84d4d22dec183db761411df55b7c469d510ece8fcd3fd55973d0b0a91b,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
h2o,bsc,2025-03-14,1,publicly_documented_exploit_incident,e04619f112b171c057a18685bf25f254c2c0f75f4324ac7e0ef535c288b06430,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
one_inch_fusion_v1_settlement_hack,ethereum,2025-03-05,1,publicly_documented_exploit_incident,c0e73fc9ba355b62bc560d2500f911f82ebe98ec7f52c7207c5ac3be26e252b2,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
uni,ethereum,2025-03-07,1,publicly_documented_exploit_incident,6b31614b83fddc60c8a340f80c4f42c9fd5b4bff989d430596b100e6397fa167,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
pump,bsc,2025-03-04,1,publicly_documented_exploit_incident,fc2f2cdffec0ec51c4ae3a2e29e5deb1d0fce361ccb8fd7f569c0f526660743c,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
yzi_ai_token,bsc,2025-03-27,1,publicly_documented_exploit_incident,40b9f5217525ed17be6ee0941c1345c8f752f4d1dbf543b943c3d22018b74ecb,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
btnft,bsc,2025-04-18,1,publicly_documented_exploit_incident,fa981b293f7e9d358d5a6f8216bfbd98bfe1b7ebf616d72d04b5e4e0fa161273,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
lifeprotocol,bsc,2025-04-26,1,publicly_documented_exploit_incident,e1faccda5bff74461c84c1bfde7a75781382f17ee9699a67d98ca046abda2277,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
w_key_dao,bsc,2025-03-16,1,publicly_documented_exploit_incident,08b9cc6c8bbb81a82d7e3a613773bb8c5d1e9753e406079010d28524e7504c0d,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
irys_ai,bsc,2025-05-20,1,publicly_documented_exploit_incident,2c35d2c1397633cd9944e9d941c9f3aeec3f392166f4f97eb8f3f517a4c6841a,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
krc_token_pair,bsc,2025-05-18,1,publicly_documented_exploit_incident,68ca49b7b394795a6e23aa81647e2241177135da090857b73976cd82755e9263,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
ydt_token,bsc,2025-05-26,1,publicly_documented_exploit_incident,ff0f4c88f1d45384f5f7b78f1a8b7831af818f893dda537f8fbba0c6d087ca8b,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
aave_boost,ethereum,2025-06-12,1,publicly_documented_exploit_incident,74d7d330347502a2dbcdfaaddd850f3ae98c9dc9429a81679f2c8c859b27dd69,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
usual_money,ethereum,2025-05-27,1,publicly_documented_exploit_incident,34ef2701e724d343ca2baba110514c4767a6eed9978461500dde7c8d7f3f17b7,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
bankroll_network,bsc,2025-06-19,1,publicly_documented_exploit_incident,327bf3cd443ea430ba68422dbd8cc422628addaca9efbdca3694a975b09c4cd1,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
bankroll_stack,bsc,2025-06-19,1,publicly_documented_exploit_incident,e91a6652ba97314bbdc6d92f2eccd85dd7bf20be172d47ca45491c3c72d2e58c,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
gangsterfinance,bsc,2025-06-20,1,publicly_documented_exploit_incident,baa0f2c2134ef6738578bf18ceb471d7dd9687170ab7de7fa6f360562b45ea6e,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
gradient_maker_pool,ethereum,2025-06-23,1,publicly_documented_exploit_incident,80325a42bce63c4a8d42c098e71f7c71997a99f0bfd6283a04966b1ae295d8e1,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
resupply_fi,ethereum,2025-06-26,1,publicly_documented_exploit_incident,37ec9d57ee20099707c557a21daf7c4dadd7235e6de1408b9b96cb980421696c,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
fpc,bsc,2025-07-02,1,publicly_documented_exploit_incident,faab9558aca606fac98dead93ef37b59a55acdf63bf0fe991966e4fd88cfc60e,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
meta_pool,ethereum,2025-06-17,1,publicly_documented_exploit_incident,6488e54ab448d35c1cc6772ca8b9c354721cba5273631dc569eed1b1c0d9e0f2,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
multicall_with_eth,bsc,2025-07-26,1,publicly_documented_exploit_incident,22e73698911b6cd456118a566e0b5ddece2b9e7defebea99680701d9070d7e2b,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
rant_token,bsc,2025-07-05,1,publicly_documented_exploit_incident,42c9dfc3539948eff7d589cd59d879163020e3d8462343776b80b42f9329b4cc,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
swapp_staking,ethereum,2025-07-24,1,publicly_documented_exploit_incident,e97c7209a78e10c67dc32776dab9db5078811a1918f43419341b3bb935852e2c,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
stepp2p,bsc,2025-07-20,1,publicly_documented_exploit_incident,85cc9dd27d13f97d2ca212b7c15e4cabaf13a6c77ae2e6c65ddda9ffdc2668f2,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
abcc_app,bsc,2025-08-23,1,publicly_documented_exploit_incident,191c4358b620a824bc91ec0f61d42b889fcd1400d64dc9304649c348cc66ed08,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
grizzifi,bsc,2025-08-13,1,publicly_documented_exploit_incident,a4ea865cb526c45e99f892fe9bc81a317a3e5ac8f59714be222a1511c830cd2a,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
