case_name,incident_name,incident_date,incident_record_sha256,source_snapshot_sha256,protocol_family,primary_root_cause,confidence,evidence_references
ais,AIS,2023-11-29,201fb0e192b801dcf1d6a5bd5cb66779a4a53d0312239f571733153ff40c12c6,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,,,,
hct,HCT,2023-09-07,9f533b702a0b779e816436d168cac8002a4e871939e3c2589b2e6b0e106533dc,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,,,,
lqdx_alert,LQDX,2024-01-10,d30061a939fbd172dd528982a413b74d964553eaf8a2aa841dbf758a368fee8e,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
bmizapper,BmiZapper,2024-01-17,3639359f34a51931ad664ca625decddd72117909a07861077bb648ff94277c3c,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
mic,MIC,2024-01-02,949c8d012eb705b561f67c12fe8ae383cc1da5479537f8f136bc7ad1b38971ff,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
barleyfinance,BarleyFinance,2024-01-28,db29e517b67f809a29faeda998ccaf52c5c2cdbf28690ee42a52da070f9c0dbb,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
mimspell2,MIMSpell,2024-01-30,7d204cc7ae208880f66356502374e7a7f0f35543be63f2bbaca9a9a8da3c9dd3,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
peapodsfinance,PeapodsFinance,2024-01-29,c5deade4aaa511c50cb8d90d1504dd401639fdb69b10edcef3754925cfa6f6cf,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
wiselending02,WiseLending,2024-01-12,50b2a0eee9425c4ead1268ef12814a6a8221bd166b4753b3889b49cacf3d3f14,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
socketgateway,SocketGateway,2024-01-12,2b4ce27886dead1cc4ae34b1a0a69a1ea6dd8104f38a47c8116ef22a96daefe4,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
wiselending03,WiseLending,2024-01-12,50b2a0eee9425c4ead1268ef12814a6a8221bd166b4753b3889b49cacf3d3f14,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
xsij,XSIJ,2024-01-30,c97b25d36a3fef48ca7bc8103e8c1d6e579339f997e43c74bb817ab44d6c87e4,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
adc,ADC,2024-02-02,a6aa25024b5c3c0ca953e7b98316fd7bea7461755f9dd2af8526f13f007c4aa3,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
affinedefi,AffineDeFi,2024-02-01,eb180fbd5bee6ef5019e8e555a2c17119054757202ebb0bf4a43a0dacaf00618,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
compounduni,CompoundUni,2024-02-23,ffcee63a14befeae862132a30476945ce2fde227a46721041038e0787bacfa20,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
burnsdefi,BurnsDefi,2024-02-05,265e1eac745e43e9ee9a6276b6b6ee88b14f5fe4d6df50467ee5f484defad84c,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
bob,Bob,2023-12-17,17f5d16399b99744915e61ff799b26570429e1006f523638a7966750b038ecb5,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,,,,
blueberryprotocol,BlueberryProtocol,2024-02-23,60aabd122c2d8b0061099f513c14957a2e5da4068f4db46d6a27ca467556cc05,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
deeznutz404,DeezNutz 404,2024-02-21,f6952ee7e82c2330ee34a5e0523ea1c385dd30587c5e8642f85c77ea465cd7b8,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
bzx2,bZxProtocol,2023-12-02,9fc1c25f3ca0e8392d8d191c970f073b19918428eb969b4ed2297cb5018c42bf,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,,,,
game,Game,2024-02-11,94218a4c59634455733d1e133df7bc0e2f2748862665e422d3583a86c46770ca,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
dualpools,DualPools,2024-02-15,bcaaf111f622e5eeae5e08b76b369ca38ef7be3bee6d3114848f7104456432d9,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
miner_bsc,MINER,2024-02-13,27d1222a244c0e8696cf08e8ac3f932d4a07a63c654a26fa0b5ea764e5747c47,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
particletrade,ParticleTrade,2024-02-16,c17093906d9fddeb7232d9d0103a9478c8297d0a7f3a7cbcc76ce13c9f834755,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
pandora,Pandora,2024-02-08,16591f0b417fe89d668500391323f06f3915d4146bee27f6d215479ca4c7ceb0,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
ruggedart,RuggedArt,2024-02-19,b96e4beae540039d7e5eb0ee288ff680aeccac877eb67d614b67e34f9a989e54,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
miner,Miner,2024-02-15,0775a94dcf7643f9030636f2a55469244d0a21be30cdce0696e51ed46424a1bd,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
seneca,Seneca,2024-02-28,b05abcad1d388f6ff123057d5f2c3487ce8e1eec7726cd59dbbee28367ebe03c,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
alp,ALP,2024-03-06,0de79cc11a059ace9aefeb2886e4c5ffb713f2bb9621c23cb169bbba910783bd,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
ethfin,ETHFIN,2024-03-29,f01386ab0de755e57cfd0f723a643a2e766247e7fcafcb7f81cb5b11143c8a61,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
ark,ARK,2024-03-24,e50a7bb3c2733107603adfed5372d02745bd5174cb3fdd84c7e6353a471e22c9,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
bbt,BBT,2024-03-12,9f2f49493c72fe8ff43d79ef586532411912c67d0983cfb540131258f49b21da,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
binemon,Binemon,2024-03-11,e8a887a999b4b3b770c4e49747a6390331349d4a954b8ab626726e5a4c9039a1,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
juice,Juice,2024-03-09,edf95975a839530d3698c70183349a2307d95b1085ccd96ab1b1ddac7ed034be,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
tgbs,TGBS,2024-03-06,dada65ea568337224ab95364259cae8ae28d0a3c01c7af53d4e10f0632ab8863,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
atm,ATM,2024-04-01,95cee1d24d8650f9da0c59a2a9aff8afbd3fdd0f132af668b75a59c276d78c2e,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
chaingefinance,ChaingeFinance,2024-04-15,7177e57a26a75280777bdd502119c6fb1d38129c8dcb82e0eadb355285b1e5da,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
fil314,FIL314,2024-04-12,19e1ba93150df827693daea4c2be72ca054e7604db321bcee0f958405e98cbd2,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
gfa,GFA,2024-04-15,858e84f822ad2f3a83fe2fb90327c14e4d0b69f1378e126433c6d807044c7072,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
hackathon,Hackathon,2024-04-14,b5624d43a70c90edbd8c0bd3d1f0371f59b3cb0e663515cc394e09736f6d6fbb,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
hoppyfrogerc,HoppyFrogERC,2024-04-02,bf3fd47a10acdd2313a5c52a3c1e2043ba7f7f250781dcd166ed5a2a7824c939,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
hedgeyfinance,HedgeyFinance,2024-04-19,da054823043fabcbaea1af2633f5fbfd808347c1eed7abc0810e4f2d10ddff04,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
ngfs,NGFS,2024-04-25,cdc98e342b5f20196760b8f3f3fa386d8ace8de704cd4376f967a19581aea5ff,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
satx,SATX,2024-04-16,175d3783beef60cdcf7797db25f9faa90f4ff8539e9df558f3bb259ec23aa21a,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
squid,SQUID,2024-04-08,9aeb0332c8dd2dcc094ae6b2e1d3d8e3ea2429456e4b640a45aea0a323a2fc94,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
ups,UPS,2024-04-09,51f78c033326ec8fd168324bd0ac45d36c26d4f1f940e092aad883cd7af4b139,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
openleverage2,OpenLeverage,2024-04-01,8928afa376159d465de3d9059561b81929a7a6678a01ddfd9373bddab7bfc12a,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
wsm,wsm,2024-04-04,6ebf183070e1711164de4a9e5441d20d49ab6642ebfb907bbad78b3ab459f279,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
z123,Z123,2024-04-22,e6a272d372505fb0eb121b5577cad10ae7ee0fe1346ec4cc2ff01c9d29be86b5,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
yiedl,YIEDL,2024-04-24,76033ec824db565b5b708643aaf40a4d7a0541b1c1fb24f9c12e012870dc58b7,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
burner,Burner,2024-05-22,9dd327b708361039ad9eae2dc3d7fcf60cbf785ebdb2c4212f6a6a3c93a1493a,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
excommunity,EXcommunity,2024-05-28,26d6230ac9333918e343cfd541228c24d7433528e51810166077f16609a20473,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
sumermoney,SumerMoney,2024-04-12,6cc89722848c536bcd753f43891230e7b3a988e74cdc7d55656ff1fc0078e409,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
metadragon,MetaDragon,2024-05-29,1e9b3302b8ae889be71e7956627b95c3c1ab4311ce3571bab3ad4d931b13ebd2,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
gpu,GPU,2024-05-08,027e56e1e787248ceae2146fecdfdac737957ba29b3ebceb2270e2aaee7c6622,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
liquiditytokens,Liquiditytokens,2024-05-31,a4cea0dac6a525cc4a4cce0b03ddd11e80fcb5432ec49be30d50c2300f1584ae,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
redkeyscoin,RedKeysCoin,2024-05-27,672316711fec40f5ea6c201714b27271557d853c8e4ab5fcd177a9e7d3210d23,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
normie,NORMIE,2024-05-26,1668476350face84c4047a54866f1d20196edb0343f825c46251fd24fff24262,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
osn,OSN,2024-05-06,878a5450867bc251fd18574d2e3f1a024904b760638fb6c3d600f58ca029b29e,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
tsuru,TSURU,2024-05-10,607e6288b33aa05c4c1e86e9ee60b010e010f81d934b22d13ecbb02d6185dde0,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
apemaga,APEMAGA,2024-06-27,1cc128736e14561a77c3b37726783777bcab7d3d2a38aa2eafa21d68ef076c79,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
crb2,Crb2,2024-06-16,d4776b2c0dd3e41c587fb086e813a82db68119563fed2cb7d67be2fad17ea62b,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
incufi,INcufi,2024-06-18,6250ecba3d8bd005ba1e2ac25a675355ca4c85f81f40c89b9498b2ba1c9d56fb,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
ncd,NCD,2024-06-04,6f85029f0b72cbbaa1d0fc7fbb5c18028f0421d573a709a115fe205e2ef5777b,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
tradeonorion,Tradeonorion,2024-05-28,ee395b7b8664604d26884bba4950beb883014e652e33621ab703f2e428213d69,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
dyson_money,Dyson_money,2024-06-17,6b70b83131463d105ba87674979eb794bf78d0434383b305cfcdbc206f5f160a,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
steamswap,SteamSwap,2024-06-06,865b131d37abdd3846e5b68ace04d63088c6bd7499aac7910abb432badb87bbe,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
wifcoin_eth,WIFCOIN_ETH,2024-06-16,02e5f7cd9678ba36d0bafc211d04a7af173bf52b2902e344ab64554d4d14f45d,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
jokinthebox,JokInTheBox,2024-06-11,5f333e23531dbcee19db71cc3769d32f1c42dd82ba38dbf97100e7a86fe6bf61,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
minestm,MineSTM,2024-06-06,05d9d847af27f132d31bcedb1a64626b948ace826f48da0b88ba16b91587cc7e,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
will,Will,2024-06-28,16d88ba48c4ac6c996656b8ca27e6b2073306268e38ddfcc41f9d4646377261a,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
lifiprotocol,Lifiprotocol,2024-07-16,e8e121d5de7030d1d274a4972ebd892379d40c8837495806c74495f2a9274b4d,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
uwulend_first,UwULend,2024-06-10,7e27bb03655f190748615cafa04070180604951c35d0f02142118ca72f5ed9d1,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
lw2,LW,2024-07-08,562c2bf8251f39c743b041c6b3317e9ce092efcd8a832b03b709dcaef35dd5da,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
uwulend_second,UwULend,2024-06-10,7e27bb03655f190748615cafa04070180604951c35d0f02142118ca72f5ed9d1,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
doughfina,DoughFina,2024-07-12,2335acf0887a379586c363fec975ab864083cce6a7c2c3a8ad7fbedb715b8130,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
mrp,MRP,2024-07-02,e060c2a1d41dd6c4682fc33ab0cb9e7939af9badf6cc1d0f328cda0621ffa293,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
defiplaza,DeFiPlaza,2024-07-05,2d8afd77adac1ebdad1aeb4157172d3a0f28b5d2d79d1dfe49808a1b97d6b8f5,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
sbt,SBT,2024-07-11,17405e0bf5a7276d789d4514a7423a4b31e180f06ff259581982046810c6efc3,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
yodlrouter,YodlRouter,2024-08-14,36acc17e9643c2cee1d7676b67516a6e87845f34933179f859fcd4b5de32b665,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
ompxcontract,OMPx Contract,2024-08-16,ad9ffb6dea1f9d35dbdc975d55d68981e8b91afebeb3862781d6042c530da459,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
ivestdao,iVest,2024-08-12,3e9d05606143ba2e59f912faca07eac1de876f180a999935f818fd4d5588d987,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
spectra_finance,Spectra_finance,2024-07-24,87023fdb4a96cd88d008c1da77ba300aff39d330f447d3aaa157166628821278,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
zenterest,Zenterest,2024-08-16,2a448a612293c9d84ff9cbe27ad819a7d38ad525d20b1906a248715619aed9ad,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
convergence,Convergence,2024-08-01,b8311c732b7cebbbb253467cc6bdb4cc1cbc33dedae240f24d6305d42124358e,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
bankroll,Bankroll_Network,2024-09-23,3c39a86665ecc26c9982889d59c366c58a1bdf8a29ae0c6b4be700b22fbc8666,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
caterpillar_coin_cut,Caterpillar_Coin_CUT,2024-09-10,cf32cd5a5a6b4da42050cc415153314d929909395b95937ca1248f0c79b71774,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
otseastaking,OTSeaStaking,2024-09-13,658f99af8543e5f9c74db757b63c9621b283f8d91aed1805b3a1f953901553e9,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
bedrock_defi,Bedrock_DeFi,2024-09-26,9aa197eace1fcf522dfd1ee2eebc75a566d3b810cb51e7b136536c595df81301,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
aizpttoken,AIZPTToken,2024-10-05,72807c8cebe2203904864485f9f63f2014d9c4a22a65b77ffbae3fd31b5786ac,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
onyxdao,OnyxDAO,2024-09-26,9313f6a01a70788eb7e77125e1eb2cf6cd2391d272fec34298301bd064e99f73,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
firetoken,FireToken,2024-10-01,6a099adc701f693ef503888008c6d702fd8ede71d6ddbb4d14f8845bf61f566c,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
hydt,HYDT,2024-10-10,d03b733d95e5e35cab9dba563e3ecb4185c482f5b3b124ebcce29958df36e9fa,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
sashatoken,SASHAToken,2024-10-06,ff95f733a3492e41e8a2411bcfdcba000fe21f3315c857351d3d8c346b3b903a,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
morphoblue,MorphoBlue,2024-10-13,d183dfa70752be760bff13a307b62b2dd981f393011e68cb3abffe1f99a43fa8,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
penpiexyzio,Penpiexyz_io,2024-09-03,718b51fd914b292ad81f374f7b05f598beb46923d3d6438ea5bf80ed0aa91bac,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
vista,Vista,2024-10-22,f7ec459e7280d79f1fa7ab6dd7bc9ad362da13664762a503ad3aec7309b64cd9,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
labubu,LABUBU Token,2024-12-10,19e682e9dfe45d9fa00557e81932420636f4a0abfa95a4b365c985496020ff07,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
pledge,Pledge,2024-12-03,bbd7857a04b61866f20b3ae8c1b80afc2339103d3359a42af7253db0c510a94b,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
veth,vETH,2024-11-14,fc813b43840d85f7d8d31498638a4b8e2ab8afb5d76cd912d0b9d119fb604418,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
gain,GAIN,2024-02-21,8481bf88380d95cfcd6dd0107aceb38157f92251d744f439b8d8322b5a858b82,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
it,IT,2024-03-13,24b3ff5aa8ea66c76b0175a2eb51abdd7641c659bb0e57687f8f765b165ca5bc,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
cloberdex,CloberDEX,2024-12-10,30394d79e505bad575a4eab456ad11a0e72a8b0db7dbae41a6053522f0f35850,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
98_token,98Token,2025-01-04,d7cab897fa212182e113a8929d53405302ae17d87f7911c1e92e29a44c417d82,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
ast,Ast,2025-01-21,7b7a89fd412d9b417ccc04f2de16350b219139c4e166ff7202a34b4a7e9aae50,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
ipc,IPC Incorrect burn pairs,2025-01-07,ddc79cd55c305763b5718c12d1e60770fa5b11982bab363fd06156b14c7cb62a,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
xbridge,XBridge,2024-04-24,70e2ab58742aaf9a4e662227327ef2ae7b16b5e08895955bd63d80b4c12066b9,db3b13fa1cbf75bffec4662240ebd762c5af6c92d2608b9aecde80a8d7802b08,,,,
idols_nft,IdolsNFT,2025-01-14,868b9be18a0789554d921c0844e28292c78530ef4c77e73c58e41c2895ef3742,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
j_pulsepot,JPulsepot,2025-01-10,3ee5050bda4d0e1f19bba7164803941d3b2da80284574919148fa049305d9bf3,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
lp_mine,LPMine,2025-01-08,ec6abfb622ba7cade51ab49c3950a4d05f635e22cd6da425fb166d0a96b3ba0b,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
laura_token,LAURAToken,2025-01-01,72269dc14a594a1f4452e72d8ea001033d3f1be142f70f99b4027eafc10a0124,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
mosca2,Mosca2,2025-01-13,70bb53ada5ecbb7f223462e11d68819d493a025d0fc4181128e2a89cfe49358b,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
roulette_pot_v2,RoulettePotV2,2025-01-11,310131f5e2fe880e77c795bd5b8dd0eaf979778a71f68e90b67e1720c300dcb4,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
mosca,Mosca,2025-01-06,031f9fa4dfe59c92fb254ee28043c78e1b726a847fbdbb7eb3339c96b1e6a2b5,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
unilend,Unilend,2025-01-12,8b1235715702a6ae2a395a08d4488b218dabd360ec651856bf11719a1229d1e6,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
sorra_staking,SorStaking,2025-01-04,72a50ee9c275149333cffe99d7b140ed1c513f1e9e1e6e6dbf77a36c06971c18,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
hegic_options,HegicOptions,2025-02-23,3c5be337e658080d19945815a4acf5adce8c404702901f9e3a3c48f7a173333c,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
bbx_token,BBXToken,2025-03-20,7a596dfc7f7a7ad38424153f28bee003ce1597d2b2e33f59b7f5030d4d628d5d,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
alkimiya_io,Alkimiya_IO,2025-03-28,3fae7e8ac1496e86223530df97c7bc816a2095404217ea01bd2e6db853d4db42,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
dcf_token,DCFToken,2025-03-18,2cceae84d4d22dec183db761411df55b7c469d510ece8fcd3fd55973d0b0a91b,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
h2o,H2O,2025-03-14,e04619f112b171c057a18685bf25f254c2c0f75f4324ac7e0ef535c288b06430,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
one_inch_fusion_v1_settlement_hack,1inch FusionV1 Settlement,2025-03-05,c0e73fc9ba355b62bc560d2500f911f82ebe98ec7f52c7207c5ac3be26e252b2,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
uni,UNI,2025-03-07,6b31614b83fddc60c8a340f80c4f42c9fd5b4bff989d430596b100e6397fa167,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
pump,Pump,2025-03-04,fc2f2cdffec0ec51c4ae3a2e29e5deb1d0fce361ccb8fd7f569c0f526660743c,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
yzi_ai_token,YziAI,2025-03-27,40b9f5217525ed17be6ee0941c1345c8f752f4d1dbf543b943c3d22018b74ecb,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
btnft,BTNFT,2025-04-18,fa981b293f7e9d358d5a6f8216bfbd98bfe1b7ebf616d72d04b5e4e0fa161273,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
lifeprotocol,Lifeprotocol,2025-04-26,e1faccda5bff74461c84c1bfde7a75781382f17ee9699a67d98ca046abda2277,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,,,,
